Supply Chain Mastery,Optimierte Lieferkette
"Villages, Towns, Castles, and Bases held by our faction now provide healing to our Squads within 3 tiles every turn.","Dörfer, Städte, Burgen und Basen, die wir kontrollieren, heilen unsere Trupps innerhalb von 3 Feldern jede Runde."
Archer General,Bogenschützengeneral
"All 'Archery' classes are now of the 'Light' unit type, a massive advantage to mobility and ambushes.","Alle Bogenschützenklassen haben jetzt den Einheitentyp „Leicht“, was ihre Mobilität verbessert und Hinterhalte ermöglicht."
Master Artificer,Werkmeisterkoryphäe
All Artifacts cost -1 Capacity.,Alle Artefakte kosten 1 Kapazität weniger.
Grapeshot,Kartätschen
Artillery attacks have increased splash radius and damage.,Artillerieangriffe verursachen mehr Schaden und der Bereich des Sekundärschadens ist erhöht.
Gunsmithing,Waffenschmieden
"We are now able to manufacture guns and cannons. Unlocks the Gunner, Dragoon, and Siege Cannon classes.","Wir können jetzt Feuerwaffen und Kanonen herstellen. Schaltet die Klassen Gewehrschütze, Dragoner und Kanonier frei."
Breech-Loading Gun,Hinterlader
'Gunner' units and Artillery are no longer negatively affected by weather.,Feuerwaffeneinheiten und Artillerie werden nicht mehr vom Wetter beeinträchtigt.
Dragon Bond,Drachenfreunde
"Unlocks the Dragon Rider class. The ultimate unit type, allowing us to control Dragon flight ability to take to the skies.","Schaltet die Klasse der Drachenreiter frei. Diese ultimative Einheit kann Drachen hinreichend beherrschen, um sich in die Lüfte zu schwingen."
Grand Army,Große Armee
ALL squads in the army gain +10 capacity limit.,Erhöht die maximale Kapazität sämtlicher Trupps um 10.
Professionalism,Professionalität
"New Conscripts start with mastery of all available Tier 1 classes, start with +3 Levels, and with full Loyalty to your cause.","Neue Freiwillige haben alle verfügbaren Klassen der Stufe 1 gemeistert, ihr Level ist um 3 erhöht und sie sind unserer Sache vollends treu."
Musketeering,Musketen
Advanced firearm techniques grant our Gunners and Dragoons an additional attack.,Fortschrittliche Feuerwaffentechnik gewährt unseren Gewehrschützen und Dragonern einen Zusatzangriff.
Industrial Furnace,Industrielle Schmelzöfen
"We are now able to maintain high-energy blast furnaces, allowing for far more efficient processing of materials. -1 Iron and Obsidian costs for all units.","Wir können nun energiehungrige Schmelzöfen betreiben, die Materialien effizienter verarbeiten. Eisen- und Obsidiankosten aller Einheiten um 1 reduziert."
Rifled Artillery,Gezogener Lauf
+1 Range to Siege Cannons.,Erhöht die Reichweite von Kanonieren um 1.
Hero has fallen in battle,Der Held ist in der Schlacht gefallen
Mission objective failed,Missionsziel nicht erreicht
Home Base has been captured,Die Heimatbasis wurde erobert
Chapter Complete!,Kapitel abgeschlossen!
Chapter Complete,Kapitel abgeschlossen
World Lore,Hintergrundgeschichte
Tactics and Strategy,Strategien
Class List,Klassenliste
Terrains,Gelände
Reference Guide,Kompendium
Tutorial,Tutorial
Attack from a hill using Jules's Squad,Greif mit Jules’ Trupp von einem Hügel aus an
Seize all Map Objectives,Erobere alle Ziele auf der Karte
Seize Eastwall Fortress,Erobere die Festung Ostwall
\\N[8] is defeated in battle,\\N[8] wird im Kampf besiegt
"Seize Marche, the Trade Town",Erobere die Handelsstadt Marche
Seize the Donari Temple,Erobere den Donari-Tempel
Complete The Chapter within 10 turns,Schließe das Kapitel innerhalb von 10 Runden ab
Seize Centurion's Rest Compound,Erobere die Anlage von Zenturios Rast
Barnabas is defeated before being recruited,Barnabas wird vor seiner Rekrutierung besiegt
No allied Imperial Army squads lost,Keine verbündeten kaiserlichen Trupps gefallen
Cause an enemy Squad to Surrender,Bring einen feindlichen Trupp zur Kapitulation
Seize Centurion's Rest,Erobere Zenturios Rast
Stefan defeats an enemy in just 1 attack,Stefan besiegt einen Gegner mit nur einem Angriff
Open all Treasures,Öffne alle Schätze
\\N[8] escapes from prison,\\N[8] entkommt aus dem Gefängnis
Any friendly units are defeated in battle,Jegliche verbündete Einheiten werden im Kampf besiegt
Find and rescue the dragon child,Finde und rette das Drachenkind
Seize Fort Naxos,Erobere Fort Naxos
\\N[8] is defeated in battle OR,\\N[8] wird im Kampf besiegt ODER
The enemy captures Granheim Abbey,Der Feind erobert die Abtei Granheim
"Seize Port Jenos, the Port Town",Erobere Jenoshaven
Defeat Kuroda's squad in battle,Besiege Kurodas Trupp im Kampf
No enemy squads attack Fort Naxos,Keine feindlichen Trupps greifen Fort Naxos an
Defend Fort Naxos for 15 turns OR,Verteidige Fort Naxos für 15 Runden ODER
Destroy all enemy Squads + Seize Port Jenos,Vernichte alle feindlichen Trupps und erobere Jenoshaven
The enemy captures Fort Naxos,Der Feind erobert Fort Naxos
Narima is not defeated in battle,Narima wird im Kampf nicht besiegt
Seize all Tidereaver ships,Erobere alle Schiffe der Gezeitenräuber
Seize the Tidereaver Flagship,Erobere das Flaggschiff der Gezeitenräuber
Seize Greyden Slave Complex,Erobere das Sklavenlager Grauden
Recruit the Barek Tor Mercenary,Rekrutiere den Söldner der Barek Tor
\\N[8] reaches Lemelin Monastery,\\N[8] erreicht das Lemelin-Kloster
Lysander is not defeated in battle,Lysander wird im Kampf nicht besiegt
No enemy squad attacks Lemelin Monastery,Keine feindlichen Trupps greifen das Lemelin-Kloster an
No more than 4 Isanter squads are defeated,Höchstens 4 Truppen Isanters werden besiegt
Defend Lemelin Monastery for 15 turns OR,Verteidige das Lemelin-Kloster für 15 Runden ODER
Seize Westerfield Fortress,Erobere die Festung Westerfeld
The enemy captures Lemelin Monastery,Der Feind erobert das Lemelin-Kloster
No enemy squads attack Isanter Palace,Keine feindlichen Trupps greifen den Palast von Isanter an
Complete The Chapter within 12 turns,Schließe das Kapitel innerhalb von 12 Runden ab
Seize Trucea,Erobere Trucea
The enemy captures Isanter Palace OR,Der Feind erobert den Palast von Isanter ODER
The enemy captures Lemelin Fortress,Der Feind erobert die Festung Lemelin
Complete The Chapter within 20 turns,Schließe das Kapitel innerhalb von 20 Runden ab
Complete The Chapter within 15 turns,Schließe das Kapitel innerhalb von 15 Runden ab
Seize Fort Eureeka,Erobere Fort Eureeka
The enemy captures Trucea,Der Feind erobert Trucea
Survive against Casamir's army for 2 turns,Überlebe den Angriff von Casamirs Armee 2 Runden lang
Survive against Casamir's army for 4 turns,Überlebe den Angriff von Casamirs Armee 4 Runden lang
Survive against Casamir's army for 6 turns,Überlebe den Angriff von Casamirs Armee 6 Runden lang
Defend Fort Eureeka OR,Verteidige Fort Eureeka ODER
Defeat Casamir's entire army,Besiege Casamirs gesamte Armee
The enemy captures Fort Eureeka,Der Feind erobert Fort Eureeka
Seize Rimorgue and Stormrook,Erobere Rimorgue und Sturmbroch
Hand of Zanatus is defeated in battle,Die Hand des Zanatus wird im Kampf besiegt
Diana reaches the stairs to the dungeon,Diana erreicht die Treppe ins Verlies
Diana is defeated in battle,Diana wird im Kampf besiegt
Destroy bridge after all children are safe,"Zerstöre die Brücke, sobald alle Kinder in Sicherheit sind"
Diana reaches Centurion's Rest,Diana erreicht Zenturios Rast
Diana is defeated in battle OR,Diana wird im Kampf besiegt ODER
None of the escaping children survive,Keines der fliehenden Kinder überlebt
Seize Imperial Sally Port,Erobere das kaiserliche Ausfallstor
The enemy captures Diana Front Base,Der Feind erobert Dianas Vorposten
Avoid battle with the Hand of Zanatus,Meide den Kampf mit der Hand des Zanatus
Diana reaches the Portal to Mount Ptolomea,Diana erreicht das Portal zum Ptolomäa
Use a Nephilim Power,Verwende eine Kampfkraft der Nephilim
Seize Embor,Erobere Embor
The enemy captures Centurion's Rest,Der Gegner erobert Zenturios Rast
"Narima, Raskuja, and Sybil survive","Narima, Raskuja und Sybil überleben"
Defend Eastwall Fortress for 10 turns OR,Verteidige die Festung Ostwall 10 Runden lang ODER
Destroy all enemy Squads,Vernichte alle feindlichen Trupps
Lysander is defeated in battle OR,Lysander wird im Kampf besiegt ODER
The enemy captures Eastwall Front Base,Der Feind erobert den Vorposten Ostwall
Avoid taking hazard damage from lava,Erleide keinen Schaden durch Gefahren (Lava)
\\N[8] reaches the Stone Gate,\\N[8] erreicht das Steintor
"Seize Felnamia, the castle town",Erobere die Burgstadt Felnamia
\\N[8] reaches the Donari Temple,\\N[8] erreicht den Donari-Tempel
Sybil is defeated in battle OR,Sybil wird im Kampf besiegt ODER
The enemy captures Felnamia Front Base,Der Feind erobert den Vorposten Felnamia
Azuros does not fall below 50% HP,Azuros’ LP fallen nicht unter 50 %
"Seize the enemy Home Base, Nikeda Redoubt","Erobere die feindliche Heimatbasis, die Bastion Nikeda"
Azuros is defeated in battle OR,Azuros wird im Kampf besiegt ODER
The enemy captures Eberminster,Der Feind erobert Ebmünster
Do not kill any Sisterhood of Mercy,Töte keine Schwestern der Gnade
Destroy all of the Zanatus Mages,Vernichte alle Magier Zanatus’
Edelia is defeated in battle,Edelia wird im Kampf besiegt
No enemy squads escape,Kein feindlicher Trupp entkommt
Destroy all enemy Squads OR,Vernichte alle feindlichen Trupps ODER
All enemy Firearms Squads Retreat,Alle feindlichen Feuerwaffentrupps ziehen sich zurück
\\N[8] reaches the dungeon staircase,\\N[8] erreicht die Verliestreppe
"Seize Blackstone, the Tidereaver Base","Erobere Schwarzstein, die Basis der Gezeitenräuber"
Seize Crestmoor,Erobere Krastenmoor
The enemy captures Sandraka Front Base,Der Feind erobert den Vorposten Sandraka
Seize all Objectives,Erobere alle Ziele
Seize Greywind Shrine,Erobere den Grauwindschrein
Jules is not defeated in battle,Jules wird im Kampf nicht besiegt
Survive for 6 turns OR,Überlebe 6 Runden lang ODER
Seize all Mines,Erobere alle Minen
Seize Fort Dakur,Erobere Fort Dakur
The enemy captures Ezrum,Der Feind erobert Ezrum
Cause at least 3 Sayunaari squads to Surrender,Bringe mindestens 3 Trupps der Sayunaarer zur Kapitulation
Seize Sayunaa,Erobere Sayunaa
The enemy captures Fort Dakur,Der Feind erobert Fort Dakur
Seize Rimorgue,Erobere Rimorgue
The enemy captures Nephilim Army Base,Der Feind erobert die Basis der Armee der Nephilim
Destroy no more than 3 Imperial Squads,Vernichte maximal 3 kaiserliche Trupps
Seize Armitage,Erobere Armitage
Rescue Alex within 10 turns,Rette Alex innerhalb von 10 Runden
Defeat Casamir,Besiege Casamir
Defeat Lysander,Besiege Lysander
Defeat Zanatus,Besiege Zanatus
Capture the Enemy Base,Erobere die feindliche Basis
Lose 5 or more squads,Du verlierst 5 oder mehr Trupps
Home Base is captured,Die Heimatbasis wird erobert
Survive for 30 Rounds OR,Überlebe 30 Runden lang ODER
Lose all squads,Verliere alle Trupps
Shattered,Erschüttert
Shaken,Ängstlich
Fearful,Verunsichert
Fair,Zufrieden
Good,Gut
Excellent,Hervorragend
Fearless,Furchtlos
Meteor,Meteor
"Meteor: Deal 25% of Max HP of all Units in all enemy Squads in a cross-shaped area of effect, cannot damage beyond 75% Max HP lost, does not affect bosses.",Meteor: Verursacht in einem kreuzförmigen Effektbereich Schaden in Höhe von 25 % der max. LP der gegnerischen Einheiten. Kann Einheiten maximal auf 25 % der max. LP bringen. Keine Wirkung auf Bosse.
Teleport,Teleportation
Teleport: Instantly move a friendly Squad to any valid tile within 5 tiles of that Squad’s current location. Does not consume any move points or actions.,Teleportation: Versetzt einen verbündeten Trupp sofort auf ein beliebiges geeignetes Feld innerhalb von 5 Feldern um seine Position. Verbraucht keine Bewegungspunkte oder Aktionen.
Exemplar,Glaubensritter
Exemplar: A friendly Squad resists 50% of all damage for one entire player phase + enemy phase. Enemies will always target this Squad.,Glaubensritter: Ein verbündeter Trupp hat für eine Spielerphase und eine Gegnerphase 50 % Resistenz gegen sämtlichen Schaden. Gegner greifen immer diesen Trupp an.
Terror,Schrecken
Terror: Inflicts massive Morale damage to every enemy Squad within a 3x3 tile area of effect.,Schrecken: Senkt die Moral aller gegnerischen Trupps innerhalb eines Effektbereichs von 3 x 3 Feldern enorm.
Blessing,Segen
"Blessing: Refresh a friendly Squad, giving them another full turn during the same player phase.","Segen: Setzt den Zug eines verbündeten Trupps zurück, sodass dieser in derselben Spielerphase noch einmal zum Zug kommt."
Basic Infantry. Front line warrior who can provide cover. Has the most options for growth into other unit types.,"Einfache Infanterieeinheit. Ein Frontkämpfer, der Deckung bieten kann. Hat die größte Auswahl bei der Weiterentwicklung zu anderen Einheitentypen."
Fighter,Kämpfer
"A child dragon with basic fire breath. In time, will mature in a formidable adult.",Ein Drachenkind mit einem einfachen Feueratem. Wächst mit der Zeit zu einem imposanten Drachen heran.
Drakeling,Drachling
"A young adult dragon, breathes fire in a wide swath. Can specialize into more advanced dragons.","Ein junger, ausgewachsener Drache, der einen breiten Feuerstrom speit. Kann sich zu spezialisierteren Drachen weiterentwickeln."
Dragon,Drache
A mature dragon specializing in powerful fire breath. May learn how to become a Red Dragon Rider.,"Ein ausgewachsener Drache, der sich auf einen mächtigen Feueratem spezialisiert. Kann sich zu einem Drachenreiter (rot) weiterentwickeln."
Red Dragon,Roter Drache
A mature dragon specializing in powerful lightning breath. May learn how to become a Blue Dragon Rider.,"Ein ausgewachsener Drache, der sich auf einen mächtigen Blitzatem spezialisiert. Kann sich zu einem Drachenreiter (blau) weiterentwickeln."
Blue Dragon,Blauer Drache
A mature dragon specializing in powerful ice breath. May learn how to become a Silver Dragon Rider.,"Ein ausgewachsener Drache, der sich auf einen mächtigen Eisatem spezialisiert. Kann sich zu einem Drachenreiter (silber) weiterentwickeln."
Silv. Dragon,Silb. Drache
"The ultimate evolution of the Red Dragon, it can now take to the skies and deliver devastating fire breath.",Dieser ultimative rote Drache kann sich in die Lüfte schwingen und einen verheerenden Feueratem entfesseln.
Red D.Rider,D.-reiter (rot)
"The ultimate evolution of the Blue Dragon, it can now take to the skies and deliver devastating lightning breath.",Dieser ultimative blaue Drache kann sich in die Lüfte schwingen und einen verheerenden Blitzatem entfesseln.
Blue D.Rider,D.-reiter (blau)
"The ultimate evolution of the Silver Dragon, it can now take to the skies and deliver devastating ice breath.",Dieser ultimative silberne Drache kann sich in die Lüfte schwingen und einen verheerenden Eisatem entfesseln.
Silv. D.Rider,D.-reiter (silb.)
"Basic Infantry. Can be part of a Light Squad, who specialize in rough terrain and ambushes.","Einfache Infanterieeinheit. Kann in leichten Trupps kämpfen, die besonders gut auf unwegsamem Gelände und für Hinterhalte sind."
Militia,Milizkämpferin
Basic Archery unit. Can attack from 2 tiles away.,Einfache Bogenschützeneinheit. Kann aus 2 Feldern Entfernung angreifen.
Bowman,Bogenschütze
Basic Support unit. Able to provide healing in and out of battle.,Einfache Unterstützungseinheit. Kann im oder außerhalb des Kampfes heilen.
Medic,Heilerin
"Front line Heavy Infantry. Heavily armored, and protects back lines with Cover.",Schwere Infanterieeinheit für die Front. Trägt schwere Rüstung und schützt die Reihen hinter sich durch Deckung.
Soldier,Soldat
Front line Heavy Infantry. Polearms are strong against Cavalry.,Schwere Infanterieeinheit für die Front. Stangenwaffen sind sehr effektiv gegen Kavallerie.
Spearman,Speerkämpfer
"Basic Heavy Cavalry. Heavily armored, and protects back lines with Cover.",Einfache schwere Kavallerieeinheit. Trägt schwere Rüstung und schützt die Reihen hinter sich durch Deckung.
Cavalier,Reiterkrieger
Heavy Infantry. Deals Striking damage. Gets a bonus to Magic Defense from a portion of her Armor.,"Schwere Infanterieeinheit. Verursacht Hiebschaden. Erhält einen Bonus auf die magische Resistenz, abhängig von der Rüstung."
Skirmisher,Scharmützler
"Basic Light Cavalry. Can Ambush, and is strong against enemy Cavalry.",Einfache leichte Kavallerieeinheit. Kann aus dem Hinterhalt angreifen und ist effektiv gegen gegnerische Kavallerie.
Scout,Späher
"Specialized Light Infantry. On offense, will execute a Stealth attack, striking the back row.","Spezialisierte leichte Infanterieeinheit. Führt in der Offensive einen Schleichangriff aus, der die hintere Reihe trifft."
Rogue,Schurke
Standard Archery unit. Can attack from 2 tiles away. Has the potential to upgrade to a class with 3 tile range.,Die übliche Bogenschützeneinheit. Kann aus 2 Feldern Entfernung angreifen. Kann zu einer Klasse mit einer Reichweite von 3 Feldern aufgewertet werden.
Archer,Scharfschütze
"Specialized Archery unit. Can attack from 2 tiles away, and gets a bonus against Heavy troops.",Spezialisierte Bogenschützeneinheit. Kann aus 2 Feldern Entfernung angreifen und erhält einen Bonus gegen schwere Einheiten.
Crossbowman,Armbrustschütze
"Light Cavalry Archer. Can fire from 2 tiles, ambush, and hit-and-run.","Ein leichter berittener Bogenschütze. Kann aus 2 Feldern Entfernung feuern, aus dem Hinterhalt angreifen und Überfälle ausführen."
Horsebow,Bogenreiter
"Standard Light Infantry. Very strong attack, but sacrifices almost all defense.","Die übliche leichte Infanterieeinheit. Hat einen sehr starken Angriff, aber auf Kosten der Verteidigung."
Swordfighter,Streiterin
Basic Magician unit. Launches a Fire elemental magic attack with a small area effect.,Einfache Zauberwirkereinheit. Setzt einen elementaren Feuermagieangriff mit kleinem Effektbereich ein.
Apprentice,Lehrling
"Standard Support unit. Able to provide healing in and out of battle, with much greater ability than the Medic.",Die übliche Unterstützungseinheit. Bietet deutlich effektivere Heilung in und außerhalb des Kampfes als die Heilerin.
Priestess,Priesterin
Specialized Magician unit. Launches a Dark elemental magic attack that has a chance to stun and/or daze the target.,"Spezialisierte Zauberwirkereinheit. Setzt einen elementaren Schattenmagieangriff ein, der das Ziel betäuben oder benommen machen kann."
Siren,Sirene
Powerhouse defensive Heavy Infantry. Uses a polearm and has a special defense against Firearms attacks.,Defensiv enorm starke schwere Infanterieeinheit. Verwendet eine Stangenwaffe und hat besonders gute Verteidigung gegen Feuerwaffen.
Sentinel,Schildwache
Powerhouse Heavy Infantry. Executes a double-attack against a single enemy.,Enorm starke schwere Infanterieeinheit. Führt einen doppelten Angriff auf denselben Gegner aus.
Champion,Recke
"Specialized Heavy Infantry. Attack hits a wide-arc, striking the units adjacent to the target in the same row.",Spezialisierte schwere Infanterieeinheit. Greift in einem weiten Bogen an und trifft auch die dem Ziel benachbarten Einheiten in derselben Reihe.
Zweihander,Zweihänder
"Specialized Heavy Infantry. The ultimate Polearm attacker, whose attacks strike the units behind the target.",Spezialisierte schwere Infanterieeinheit. Meister der Stangenwaffe. Trifft mit seinen Angriffen auch die Einheiten hinter dem Ziel.
Centurion,Zenturio
Versatile Heavy Infantry. Possesses the Polearm skill of a Spearman with the bow attacks of an Archer. 35% More base Evasion than other Heavy classes.,Vielseitig einsetzbare schwere Infanterieeinheit. Bietet die Kampfkünste des Speerkämpfers mit der Stangenwaffe sowie die Distanzangriffe eines Scharfschützen. Grundwert für Ausweichen 35 % höher als für andere schwere Klassen.
Samurai,Samurai
"Specialized Heavy Infantry. Deals Striking damage. Gets a bonus to Magic Defense from a portion of her Armor, and deals extra damage to Magicians. Can heal self or ally under 50% HP once per battle.","Spezialisierte schwere Infanterieeinheit. Verursacht Hiebschaden. Erhält einen Bonus auf die magische Resistenz, abhängig von der Rüstung, und fügt Zauberwirkern erhöhten Schaden zu. Kann sich oder einen Verbündeten bei weniger als 50 % LP einmal pro Kampf heilen."
Paladin,Paladin
Powerhouse Heavy Cavalry. Has a special defense against Archery attacks.,Enorm starke schwere Kavallerieeinheit. Hat besonders gute Verteidigung gegen Bogenschützenangriffe.
Knight,Ritter
"Versatile Heavy Cavalry. Brings the healing ability of the Hospitaller, but can now attack in battle and execute Charge attacks.","Vielseitig einsetzbare schwere Kavallerieeinheit. Kann heilen wie die Professritterin, aber auch angreifen und Sturmangriffe ausführen."
Valkyrie,Walküre
"Specialized Light Infantry. Can Ambush, and gets a significant SKL bonus while fighting in Rough terrain, and can fire a precision bolt.","Spezialisierte leichte Infanterieeinheit. Kann aus dem Hinterhalt angreifen, erhält auf unwegsamem Gelände einen deutlichen FER-Bonus und verschießt einen präzisen Bolzen."
Ranger,Waldläufer
"Specialized Light Infantry. On offense, will execute a Stealth attack, striking the back row, with much greater ability than the Rogue.","Spezialisierte leichte Infanterieeinheit. Führt in der Offensive einen deutlich effektiveren Schleichangriff als der Schurke aus, der die hintere Reihe trifft."
Assassin,Assassine
"Powerhouse Light Cavalry. Can Ambush, and is strong against enemy Cavalry, with much greater ability than the Scout.",Enorm starke leichte Kavallerieeinheit. Kann aus dem Hinterhalt angreifen und ist effektiver als der Späher gegen gegnerische Kavallerie.
Hussar,Husar
Powerhouse Archery unit. Can attack from up to 3 tiles away.,Enorm starke Bogenschützeneinheit. Kann aus bis zu 3 Feldern Entfernung angreifen.
Warbow,Bogenkrieger
"Powerhouse Light Cavalry Archer. Can fire from 2 tiles, ambush, and hit-and-run, with much greater ability than the Horsebow.","Enorm starker berittener Bogenschütze. Kann aus 2 Feldern Entfernung schießen, Hinterhalte und Überfälle ausführen und ist deutlich effektiver als der Bogenreiter."
Raider,Reiterschütze
"Ultimate Support unit. Able to provide healing in and out of battle, with the greatest possible proficiency.",Die ultimative Unterstützungseinheit. Kann mit höchstem Geschick in und außerhalb des Kampfes heilen.
Templar,Templerin
"Specialized Support unit. Able to provide healing in and out of battle, with the mobility of Cavalry.","Spezialisierte Unterstützungseinheit. Kann in und außerhalb des Kampfes heilen, ist aber so mobil wie Kavallerie."
Powerhouse Magician unit. Launches a powerful Fire elemental magic attack that hits the entire target Row.,"Enorm starke Zauberwirkereinheit. Setzt einen mächtigen elementaren Feuermagieangriff ein, der die gesamte Reihe des Ziels trifft."
Fire Mage,Feuermagier
"Specialized Magician unit. Launches an Ice elemental magic attack that hits a large area of effect, and inflicts Chill on targets.","Spezialisierte Zauberwirkereinheit. Setzt einen elementaren Eismagieangriff ein, der einen großen Effektbereich trifft und Ziele unterkühlt."
Ice Mage,Eismagier
Powerhouse Magician unit. Launches a powerful Lightning elemental magic attack that hits the entire target Column.,"Enorm starke Zauberwirkereinheit. Setzt einen mächtigen elementaren Blitzmagieangriff ein, der die gesamte Kolonne des Ziels trifft."
Lit.Mage,Blitzmagier
"Specialized Magician unit. Launches a Dark elemental magic attack that hits a large area of effect, with a chance to inflict Stun and Daze.","Spezialisierte Zauberwirkereinheit. Setzt einen elementaren Schattenmagieangriff ein, der einen großen Effektbereich trifft und betäuben oder benommen machen kann."
Sorceress,Zauberin
Standard Firearms unit. Attacks are extremely powerful and bypass almost all Armor.,Die übliche Feuerwaffeneinheit. Ihre Angriffe sind enorm mächtig und umgehen fast sämtliche Rüstung.
Gunner,Gewehrschütze
Specialized Firearms unit. Attacks are extremely powerful and bypass almost all Armor. Has the mobility of Cavalry.,Spezialisierte Feuerwaffeneinheit. Ihre Angriffe sind enorm mächtig und umgehen fast sämtliche Rüstung. Verfügt über die Mobilität von Kavallerie.
Dragoon,Dragoner
Specialized Firearms unit. Can only attack on offense. Launches a powerful barrage from up to 3 tiles away.,Spezialisierte Feuerwaffeneinheit. Kann nur in der Offensive angreifen. Verschießt ein mächtiges Bombardement aus bis zu 3 Feldern Entfernung.
S. Cannon,Kanonier 
Powerhouse offensive Light Infantry. Executes a powerful double-attack.,Enorm starke leichte Infanterieeinheit für die Offensive. Führt einen mächtigen Doppelangriff aus.
Swordmaster,Schwertmeisterin
Powerhouse offensive Light Infantry. Executes a powerful double-attack. Attacks with a bow at 2+ range.,Enorm starke leichte Infanterieeinheit für die Offensive. Führt einen mächtigen Doppelangriff aus. Greift bei einer Entfernung von min. 2 Feldern mit einem Bogen an.
Blademaster,Klingenmeisterin
Diana's empowered form.,Dianas ermächtigte Gestalt.
Titan,Titanin
"Diana's smaller form, with the same abilities as the Titan.",Dianas kleinere Gestalt. Hat dieselben Fähigkeiten wie die Titanin.
What would I do if I abandon my destiny?,"Was soll ich denn tun, wenn ich meine Bestimmung aufgebe?"
You're not getting rid of me that easily.,Mich werdet Ihr nicht so schnell los.
"Hey, come on! I never abandon my friends.","Hee, nun kommt schon! Ich lasse meine Freunde nicht im Stich."
"No, not again... let me prove myself to you!","Nein, nicht schon wieder … Gebt mir Gelegenheit, mich zu beweisen!"
Early retirement ain't for me quite yet.,"Noch habe ich keine Lust, in den Ruhestand zu gehen."
"Yeah, right. What would you do without this face?",Als ob. Wie wollt Ihr denn ohne dieses bezaubernde Antlitz klarkommen?
I will die long before considering surrender.,"Ich sterbe viel eher, als dass ich mich ergebe."
What... why? Don't leave me alone out here!,Moment … warum denn? Lasst mich nicht allein hier draußen!
You must realize our fates are inexorably linked.,"Euch muss doch klar sein, dass unsere Schicksale miteinander verwoben sind."
I have worked far too hard to quit now.,"Ich habe zu viel durchgemacht, um jetzt aufzugeben."
Raskuja is to be fulfilling his contract.,Rrrraskuja wird erfüllen seinen Vertrag.
The Avatar of Donar finds me unworthy...?,Die Inkarnation Donars sieht mich als unwürdig an …?
Ha! Please. You wouldn't want me as an enemy.,Ha! Ich bitte Euch. Mit mir wollt Ihr es Euch nicht verscherzen.
Is this some kind of childish joke?,Soll das irgendein kindischer Streich sein?
All I have left is to kill the demon.,Jetzt muss ich nur noch den Dämon töten.
\\M[tactic_normal.png]Normal Attack,\\M[tactic_normal.png]Normaler Angriff
"\\M[tactic_normal.png]Normal Attack\\LINEBalanced attack, no special bonuses or penalties",\\M[tactic_normal.png]Normaler Angriff\\LINEEin Angriff ohne besondere Boni oder Malusse.
"\\M[tactic_normal.png]Normal Attack\\LINEBalanced attack, no special bonuses or penalties.",\\M[tactic_normal.png]Normaler Angriff\\LINEEin Angriff ohne besondere Boni oder Malusse.
\\M[tactic_forcesurrender.png]Force Surrender,\\M[tactic_forcesurrender.png]Kapitulation erzwing.
"\\M[tactic_forcesurrender.png]Force Surrender\\LINEAttempt to negotiate a surrender.  If the attempt fails, enter combat and lose your first turn in the next combat while taking 15% additional damage on first turn.  Enemies defeated in next combat have chance to surrender.","\\M[tactic_forcesurrender.png]Kapitulation erzwingen\\LINEVerhandlungen, um eine Kapitulation zu erreichen.  Wenn dieser Versuch fehlschlägt, beginnt der Kampf.  Du büßt deine erste Attacke ein und erleidest in der ersten Runde 15 % mehr Schaden. Gegner, die du im nächsten Kampf besiegst, haben eine Chance, zu kapitulieren."
"\\M[tactic_forcesurrender.png]Force Surrender\\LINEAttempt to negotiate a surrender.  If the attempt fails, enter combat and lose your first turn in the next combat.  Enemies defeated in next combat have chance to surrender.","\\M[tactic_forcesurrender.png]Kapitulation erzwingen\\LINEVerhandlungen, um eine Kapitulation zu erreichen.  Wenn dieser Versuch fehlschlägt, beginnt der Kampf und du büßt deine erste Runde ein.  Gegner, die du im nächsten Kampf besiegst, haben eine Chance, zu kapitulieren."
\\M[tactic_cautious.png]Cautious,\\M[tactic_cautious.png]Vorsichtig
\\M[tactic_cautious.png]Cautious\\LINESpread damage between targets as much as possible.  Deal -15% and take -25% damage until the start of next Player Phase.,\\M[tactic_cautious.png]Vorsichtig\\LINEVerteilt den Schaden so gut wie möglich auf die Ziele.  Bis zum Beginn der nächsten Spielerphase verursachst du 15 % und erleidest 25 % weniger Schaden.
\\M[tactic_cautious.png]Cautious\\LINESpread damage between targets as much as possible.  Deal -15% and take -35% damage until the start of next Player Phase.,\\M[tactic_cautious.png]Vorsichtig\\LINEVerteilt den Schaden so gut wie möglich auf die Ziele.  Bis zum Beginn der nächsten Spielerphase verursachst du 15 % und erleidest 35 % weniger Schaden.
\\M[tactic_aggressive.png]Aggressive,\\M[tactic_aggressive.png]Aggressiv
\\M[tactic_aggressive.png]Aggressive\\LINETarget weak and low HP enemies.  Deal +15% damage and take +35% damage until the start of next Player Phase.,\\M[tactic_aggressive.png]Aggressiv\\LINEGreift schwache oder verletzte Gegner an.  Bis zum Beginn der nächsten Spielerphase verursachst du 15 % und erleidest 35 % mehr Schaden.
\\M[tactic_aggressive.png]Aggressive\\LINETarget weak and low HP enemies.  Deal +25% damage and take +35% damage until the start of next Player Phase.,\\M[tactic_aggressive.png]Aggressiv\\LINEGreift schwache oder verletzte Gegner an.  Bis zum Beginn der nächsten Spielerphase verursachst du 25 % und erleidest 35 % mehr Schaden.
\\M[tactic_leader.png]Target Leader,\\M[tactic_leader.png]Anführer anvisieren
