Seize the Tidereaver Flagship,Tome a Capitânia Saquemar
Seize Greyden Slave Complex,Tome o Complexo de escravos de Covilgris
Recruit the Barek Tor Mercenary,Recrute o mercenário Barek Tor
\\N[8] reaches Lemelin Monastery,\\N[8] chega ao Mosteiro de Lemelin
Lysander is not defeated in battle,Lysander não é derrotado em batalha
No enemy squad attacks Lemelin Monastery,Nenhum esquadrão inimigo ataca o Mosteiro de Lemelin
No more than 4 Isanter squads are defeated,Não mais do que 4 esquadrões de Isanter são derrotados
Defend Lemelin Monastery for 15 turns OR,Defenda o Mosteiro de Lemelin por 15 turnos OU
Seize Westerfield Fortress,Tome a Fortaleza de Campocidental
The enemy captures Lemelin Monastery,O inimigo captura o Mosteiro de Lemelin
No enemy squads attack Isanter Palace,Nenhum esquadrão inimigo ataca o Palácio de Isanter
Complete The Chapter within 12 turns,Complete o capítulo em até 12 turnos
Seize Trucea,Tome Trucea
The enemy captures Isanter Palace OR,O inimigo captura o Palácio de Isanter OU
The enemy captures Lemelin Fortress,O inimigo captura a Fortaleza de Lemelin
Complete The Chapter within 20 turns,Complete o capítulo em até 20 turnos
Complete The Chapter within 15 turns,Complete o capítulo em até 15 turnos
Seize Fort Eureeka,Tome o Forte Eureka
The enemy captures Trucea,O inimigo captura Trucea
Survive against Casamir's army for 2 turns,Sobreviva contra o exército de Casamir por 2 turnos
Survive against Casamir's army for 4 turns,Sobreviva contra o exército de Casamir por 4 turnos
Survive against Casamir's army for 6 turns,Sobreviva contra o exército de Casamir por 6 turnos
Defend Fort Eureeka OR,Defenda o Forte Eureka OU
Defeat Casamir's entire army,Derrote todo o exército de Casamir
The enemy captures Fort Eureeka,O inimigo captura o Forte Eureka
Seize Rimorgue and Stormrook,Tome Rimorgue e Torre-tempesta
Hand of Zanatus is defeated in battle,Derrotam a Mão de Zanatus em batalha
Diana reaches the stairs to the dungeon,Diana chega à escada para a masmorra
Diana is defeated in battle,Derrotam Diana em batalha
Destroy bridge after all children are safe,Destrua a ponte após todas as crianças estarem a salvo
Diana reaches Centurion's Rest,Diana chega ao Abrigo do Centurião
Diana is defeated in battle OR,Derrotam Diana em batalha OU
None of the escaping children survive,Nenhuma das crianças em fuga sobrevivem
Seize Imperial Sally Port,Tome o Porto de Saída Imperial
The enemy captures Diana Front Base,O inimigo captura a Base do Fronte de Diana
Avoid battle with the Hand of Zanatus,Evite batalha contra a Mão de Zanatus
Diana reaches the Portal to Mount Ptolomea,Diana chega ao Portal para o Monte Ptolomea
Use a Nephilim Power,Use o Poder Nephilim
Seize Embor,Tome Embor
The enemy captures Centurion's Rest,O inimigo captura o Abrigo do Centurião
"Narima, Raskuja, and Sybil survive","Narima, Raskuja e Sybil sobrevivem"
Defend Eastwall Fortress for 10 turns OR,Defenda a Fortaleza de Muralheste por 10 turnos OU
Destroy all enemy Squads,Destrua todos os Esquadrões inimigos
Lysander is defeated in battle OR,Lysander é derrotado em batalha OU
The enemy captures Eastwall Front Base,O inimigo captura a Base do Fronte de Muralheste
Avoid taking hazard damage from lava,Evite tomar danos da lava
\\N[8] reaches the Stone Gate,\\N[8] chega ao Portal de Pedra
"Seize Felnamia, the castle town","Tome Felnamia, a Cidade-castelo"
\\N[8] reaches the Donari Temple,\\N[8] chega ao Templo Donari
Sybil is defeated in battle OR,Derrotam Sybil em batalha OU
The enemy captures Felnamia Front Base,O inimigo captura a Base do Fronte de Felnamia
Azuros does not fall below 50% HP,Azuros não fica abaixo de 50% de PV
"Seize the enemy Home Base, Nikeda Redoubt","Tome a Base principal do inimigo, Nikeda Redoubt"
Azuros is defeated in battle OR,Derrotam Azuros em batalha OU
The enemy captures Eberminster,O inimigo captura Eberminster
Do not kill any Sisterhood of Mercy,Não mate ninguém da Irmandade da Misericórdia
Destroy all of the Zanatus Mages,Destrua todos os Magos de Zanatus
Edelia is defeated in battle,Derrotam Edelia em batalha
No enemy squads escape,Nenhum esquadrão inimigo escapa
Destroy all enemy Squads OR,Destrua todos os Esquadrões inimigos OU
All enemy Firearms Squads Retreat,Todos os Esquadrões de armas de fogo inimigos recuam
\\N[8] reaches the dungeon staircase,\\N[8] chega à escadaria da masmorra
"Seize Blackstone, the Tidereaver Base","Tome Pedrobscura, a Base Saquemar"
Seize Crestmoor,Tome Charcocrista
The enemy captures Sandraka Front Base,O inimigo captura a Base do Fronte de Sandraka
Seize all Objectives,Tome todos os objetivos
Seize Greywind Shrine,Tome o Santuário de Vendagris
Jules is not defeated in battle,Jules não é derrotado em batalha
Survive for 6 turns OR,Sobreviva por 6 turnos OU
Seize all Mines,Tome todas as Minas
Seize Fort Dakur,Tome o Forte Dakur
The enemy captures Ezrum,O inimigo captura Ezrum
Cause at least 3 Sayunaari squads to Surrender,"Faça com que, pelo menos, 3 esquadrões Sayunaari se rendam"
Seize Sayunaa,Tome Sayunaa
The enemy captures Fort Dakur,O inimigo captura o Forte Dakur
Seize Rimorgue,Tome Rimorgue
The enemy captures Nephilim Army Base,O inimigo captura a Base do Exército Nephilim
Destroy no more than 3 Imperial Squads,Destrua não mais que 3 esquadrões Imperiais
Seize Armitage,Tome Armitage
Rescue Alex within 10 turns,Resgate Alex em até 10 turnos
Defeat Casamir,Derrote Casamir
Defeat Lysander,Derrote Lysander
Defeat Zanatus,Derrote Zanatus
Capture the Enemy Base,Capture a Base Inimiga
Lose 5 or more squads,Perca 5 ou mais esquadrões
Home Base is captured,A Base principal é capturada
Survive for 30 Rounds OR,Sobreviva por 30 turnos OU
Lose all squads,Perca todos os esquadrões
Shattered,Estilhaçado
Shaken,Abalado
Fearful,Temeroso
Fair,Médio
Good,Bom
Excellent,Excelente
Fearless,Destemido
Meteor,Meteoro
"Meteor: Deal 25% of Max HP of all Units in all enemy Squads in a cross-shaped area of effect, cannot damage beyond 75% Max HP lost, does not affect bosses.","Meteoro: Causa 25% do PV máximo de todas as unidades em todos os esquadrões inimigos em uma área de efeito em forma de cruz, não pode causar dano além de 75% do PV máximo perdido, não afeta os chefes."
Teleport,Teleporte
Teleport: Instantly move a friendly Squad to any valid tile within 5 tiles of that Squad’s current location. Does not consume any move points or actions.,Teleporte: Mova instantaneamente um esquadrão aliado para qualquer espaço válido dentro de 5 espaços da localização atual desse esquadrão. Não consome pontos de movimento ou ações.
Exemplar,Exemplar
Exemplar: A friendly Squad resists 50% of all damage for one entire player phase + enemy phase. Enemies will always target this Squad.,Exemplar: Um Esquadrão aliado resiste a 50% de todo o dano durante uma fase inteira do jogador + fase inimiga. Inimigos sempre mirarão neste esquadrão.
Terror,Terror
Terror: Inflicts massive Morale damage to every enemy Squad within a 3x3 tile area of effect.,Terror: Inflige danos morais significativos a todos os esquadrões inimigos em uma área de efeito de 3x3.
Blessing,Bênção
"Blessing: Refresh a friendly Squad, giving them another full turn during the same player phase.","Bênção: Beneficie um Esquadrão aliado, dando a ele outro turno completo durante a mesma fase de jogador."
Basic Infantry. Front line warrior who can provide cover. Has the most options for growth into other unit types.,Infantaria básica. Guerreiro de linha de frente que pode fornecer cobertura. Tem mais opções de crescimento em outros tipos de unidades.
Fighter,Lutador
"A child dragon with basic fire breath. In time, will mature in a formidable adult.","Um dragão filhote com sopro de fogo básico. Com o tempo, amadurecerá como um adulto formidável."
Drakeling,Dragonito
"A young adult dragon, breathes fire in a wide swath. Can specialize into more advanced dragons.","Um dragão adulto jovem, cospe fogo em uma ampla faixa. Pode se especializar em dragões mais avançados."
Dragon,Dragão
A mature dragon specializing in powerful fire breath. May learn how to become a Red Dragon Rider.,Um dragão experiente especializado em sopro de fogo poderoso. Pode aprender como se tornar um Cavaleiro de dragão vermelho.
Red Dragon,Dragão vermelho
A mature dragon specializing in powerful lightning breath. May learn how to become a Blue Dragon Rider.,Um dragão experiente especializado em sopro de trovão poderoso. Pode aprender como se tornar um Cavaleiro de dragão azul.
Blue Dragon,Dragão azul
A mature dragon specializing in powerful ice breath. May learn how to become a Silver Dragon Rider.,Um dragão experiente especializado em sopro de gelo poderoso. Pode aprender como se tornar um Cavaleiro de dragão prata.
Silv. Dragon,Dragão prata
"The ultimate evolution of the Red Dragon, it can now take to the skies and deliver devastating fire breath.","A evolução definitiva do Dragão Vermelho, agora ele pode subir aos céus e lançar um sopro de fogo devastador."
Red D.Rider,Cav. Drag. Verm.
"The ultimate evolution of the Blue Dragon, it can now take to the skies and deliver devastating lightning breath.","A evolução definitiva do Dragão Azul, agora ele pode subir aos céus e lançar um sopro de trovão devastador."
Blue D.Rider,Cav. Drag. Azul
"The ultimate evolution of the Silver Dragon, it can now take to the skies and deliver devastating ice breath.","A evolução definitiva do Dragão Prata, agora ele pode subir aos céus e lançar um sopro de gelo devastador."
Silv. D.Rider,Cav. Drag. Prata
"Basic Infantry. Can be part of a Light Squad, who specialize in rough terrain and ambushes.","Infantaria básica. Pode ser parte de um Esquadrão Leve, que é especializado em terreno acidentado e emboscadas."
Militia,Milícia
Basic Archery unit. Can attack from 2 tiles away.,Unidade de arquearia básica. Pode atacar a 2 espaços de distância.
Bowman,Arqueirito
Basic Support unit. Able to provide healing in and out of battle.,Unidade de apoio básica. Capaz de oferecer cura dentro e fora da batalha.
Medic,Médica
"Front line Heavy Infantry. Heavily armored, and protects back lines with Cover.",Infantaria pesada de linha de frente. Fortemente blindado e protege as linhas traseiras com Cobertura.
Soldier,Soldado
Front line Heavy Infantry. Polearms are strong against Cavalry.,Infantaria pesada de linha de frente. Armas de haste são fortes contra Cavalaria.
Spearman,Lanceiro
"Basic Heavy Cavalry. Heavily armored, and protects back lines with Cover.",Cavalaria pesada básica. Fortemente blindado e protege as linhas traseiras com Cobertura.
Cavalier,Montaria
Heavy Infantry. Deals Striking damage. Gets a bonus to Magic Defense from a portion of her Armor.,Infantaria pesada. Causa dano de impacto. Obtém um bônus para Defesa Mágica de uma parte de sua Armadura.
Skirmisher,Escaramuçador
"Basic Light Cavalry. Can Ambush, and is strong against enemy Cavalry.",Cavalaria leve básica. Pode emboscar e é forte contra a Cavalaria inimiga..
Scout,Batedor
"Specialized Light Infantry. On offense, will execute a Stealth attack, striking the back row.","Infantaria leve especializada. No ataque, executará um ataque furtivo, atingindo a linha da retaguarda."
Rogue,Ladino
Standard Archery unit. Can attack from 2 tiles away. Has the potential to upgrade to a class with 3 tile range.,Unidade de arquearia padrão. Pode atacar a 2 espaços de distância. Tem o potencial de melhorar para uma classe com alcance de 3 espaços.
Archer,Arqueiro
"Specialized Archery unit. Can attack from 2 tiles away, and gets a bonus against Heavy troops.",Unidade de arquearia especializada. Pode atacar a 2 espaços de distância e recebe um bônus contra tropas Pesadas.
Crossbowman,Besteiro
"Light Cavalry Archer. Can fire from 2 tiles, ambush, and hit-and-run.","Arqueiro de cavalaria leve. Pode disparar a 2 espaços, emboscar e bater e correr."
Horsebow,Arqueiro de montaria
"Standard Light Infantry. Very strong attack, but sacrifices almost all defense.","Infantaria leve padrão. Ataque muito forte, mas sacrifica quase toda a defesa."
Swordfighter,Espadachim
Basic Magician unit. Launches a Fire elemental magic attack with a small area effect.,Unidade básica de Feiticeiro. Lança um ataque mágico elementar de Fogo com um pequeno efeito de área.
Apprentice,Aprendiz
"Standard Support unit. Able to provide healing in and out of battle, with much greater ability than the Medic.","Unidade de apoio padrão. Capaz de fornecer cura dentro e fora da batalha, com habilidade muito maior que a da Médica."
Priestess,Sacerdotisa
Specialized Magician unit. Launches a Dark elemental magic attack that has a chance to stun and/or daze the target.,Unidade especializada de Feiticeiro. Lança um ataque mágico elementar das Trevas que tem a chance de atordoar e/ou confundir o alvo.
Siren,Sereia
Powerhouse defensive Heavy Infantry. Uses a polearm and has a special defense against Firearms attacks.,Poderosa Infantaria pesada de defesa. Usa uma arma de haste e tem uma defesa especial contra ataques de Armas de fogo.
Sentinel,Protetor
Powerhouse Heavy Infantry. Executes a double-attack against a single enemy.,Poderosa Infantaria pesada. Executa um ataque duplo contra um único inimigo.
Champion,Campeão
"Specialized Heavy Infantry. Attack hits a wide-arc, striking the units adjacent to the target in the same row.","Infantaria pesada especializada. O ataque atinge um arco amplo, atingindo as unidades adjacentes ao alvo na mesma linha."
Zweihander,Zweihander
"Specialized Heavy Infantry. The ultimate Polearm attacker, whose attacks strike the units behind the target.","Infantaria pesada especializada. O melhor atacante de armas de haste, cujos ataques atingem as unidades atrás do alvo."
Centurion,Centurião
Versatile Heavy Infantry. Possesses the Polearm skill of a Spearman with the bow attacks of an Archer. 35% More base Evasion than other Heavy classes.,Infantaria pesada versátil. Possui a habilidade de arma de haste de um Lanceiro com os ataques de arco de um Arqueiro. 35% mais de evasão de base do que outras classes pesadas.
Samurai,Samurai
"Specialized Heavy Infantry. Deals Striking damage. Gets a bonus to Magic Defense from a portion of her Armor, and deals extra damage to Magicians. Can heal self or ally under 50% HP once per battle.",Infantaria pesada especializada. Causa dano de impacto. Obtém um bônus para Defesa Mágica de uma parte de sua Armadura e causa dano extra a Feiticeiros. Pode se curar ou a um aliado abaixo de 50% de PV uma vez por batalha.
Paladin,Paladina
Powerhouse Heavy Cavalry. Has a special defense against Archery attacks.,Poderosa Cavalaria pesada. Tem uma defesa especial contra ataques de Arquearia.
Knight,Cavaleiro
"Versatile Heavy Cavalry. Brings the healing ability of the Hospitaller, but can now attack in battle and execute Charge attacks.","Cavalaria pesada versátil. Traz a habilidade de cura do Hospitalária, mas agora pode atacar em batalha e executar ataques de Carga."
Valkyrie,Valquíria
"Specialized Light Infantry. Can Ambush, and gets a significant SKL bonus while fighting in Rough terrain, and can fire a precision bolt.",Infantaria leve especializada. Pode emboscar e recebe um bônus significativo de HAB ao lutar em terrenos acidentados e pode disparar um raio de precisão.
Ranger,Sentinela
"Specialized Light Infantry. On offense, will execute a Stealth attack, striking the back row, with much greater ability than the Rogue.","Infantaria leve especializada. No ataque, executará um ataque furtivo, atingindo a linha da retaguarda, com uma habilidade muito superior a de um Ladino."
Assassin,Assassino
"Powerhouse Light Cavalry. Can Ambush, and is strong against enemy Cavalry, with much greater ability than the Scout.","Poderosa Cavalaria leve. Pode emboscar e é forte contra a Cavalaria inimiga, com uma habilidade muito superior à de um Batedor."
Hussar,Hussardo
Powerhouse Archery unit. Can attack from up to 3 tiles away.,Poderosa Unidade de arquearia. Pode atacar a até 3 espaços de distância.
Warbow,Arqueiro de guerra
"Powerhouse Light Cavalry Archer. Can fire from 2 tiles, ambush, and hit-and-run, with much greater ability than the Horsebow.","Poderoso Arqueiro de Cavalaria leve. Pode disparar a 2 espaços, emboscar e bater e correr, com uma habilidade muito superior à de um Arqueiro de montaria."
Raider,Corsário
"Ultimate Support unit. Able to provide healing in and out of battle, with the greatest possible proficiency.","Unidade absoluta de apoio. Capaz de fornecer cura dentro e fora da batalha, com a maior proficiência possível."
Templar,Templária
"Specialized Support unit. Able to provide healing in and out of battle, with the mobility of Cavalry.","Unidade de apoio especializada. Capaz de fornecer cura dentro e fora da batalha, com a mobilidade de Cavalaria."
Powerhouse Magician unit. Launches a powerful Fire elemental magic attack that hits the entire target Row.,Unidade poderosa de Feiticeiro. Lança um ataque mágico elementar poderoso de Fogo que atinge toda a linha alvo.
Fire Mage,Mago de fogo
"Specialized Magician unit. Launches an Ice elemental magic attack that hits a large area of effect, and inflicts Chill on targets.",Unidade especializada de Feiticeiro. Lança um ataque mágico elementar de Gelo que atinge uma grande área e inflige Congelar nos alvos.
Ice Mage,Mago de gelo
Powerhouse Magician unit. Launches a powerful Lightning elemental magic attack that hits the entire target Column.,Unidade poderosa de Feiticeiro. Lança um ataque mágico elementar poderoso de Trovão que atinge toda a coluna alvo.
Lit.Mage,Mago de trovão
"Specialized Magician unit. Launches a Dark elemental magic attack that hits a large area of effect, with a chance to inflict Stun and Daze.","Unidade especializada de Feiticeiro. Lança um ataque mágico elementar de Trevas que atinge uma grande área, com a chance de infligir Atordoar ou Confundir."
Sorceress,Feiticeira
Standard Firearms unit. Attacks are extremely powerful and bypass almost all Armor.,Unidade de armas de fogo padrão. Os ataques são extremamente poderosos e ignoram quase toda a Armadura.
Gunner,Artilheiro
Specialized Firearms unit. Attacks are extremely powerful and bypass almost all Armor. Has the mobility of Cavalry.,Unidade de armas de fogo especializada. Os ataques são extremamente poderosos e ignoram quase toda a Armadura. Possui a mobilidade de Cavalaria.
Dragoon,Artilheiro de montaria
Specialized Firearms unit. Can only attack on offense. Launches a powerful barrage from up to 3 tiles away.,Unidade de armas de fogo especializada. Pode atacar somente na defesa. Lança uma barragem poderosa de até 3 espaços de distância.
S. Cannon,Canhão de cerco
Powerhouse offensive Light Infantry. Executes a powerful double-attack.,Poderosa Infantaria leve de ataque. Executa um ataque duplo poderoso.
Swordmaster,Mestra espadachim
Powerhouse offensive Light Infantry. Executes a powerful double-attack. Attacks with a bow at 2+ range.,Poderosa Infantaria leve de ataque. Executa um ataque duplo poderoso. Ataca com um arco a 2 ou + de distância.
Blademaster,Mestre das lâminas
Diana's empowered form.,Forma poderosa de Diana.
Titan,Titã
"Diana's smaller form, with the same abilities as the Titan.","Forma menor de Diana, com as mesmas habilidades do Titã."
What would I do if I abandon my destiny?,O que eu faria se eu abandonasse meu destino?
You're not getting rid of me that easily.,Você não vai se livrar de mim tão facilmente.
"Hey, come on! I never abandon my friends.","Ah, fala sério! Eu nunca abandono meus amigos."
"No, not again... let me prove myself to you!","Não, de novo, não... deixe-me provar meu valor para você!"
Early retirement ain't for me quite yet.,Aposentar cedo ainda não é para mim.
"Yeah, right. What would you do without this face?","Certo, sei. O que você faria sem este rostinho."
I will die long before considering surrender.,Vou morrer muito antes de considerar me render.
What... why? Don't leave me alone out here!,O quê... por quê? Não me deixe só aqui!
You must realize our fates are inexorably linked.,Você deve perceber que nossos destinos estão inexoravelmente ligados.
I have worked far too hard to quit now.,Trabalhei muito duro para desistir agora.
Raskuja is to be fulfilling his contract.,Raskuja vai cumprir o contrato dele.
The Avatar of Donar finds me unworthy...?,O Avatar de Donar não me vê como alguém digno?
Ha! Please. You wouldn't want me as an enemy.,Haha! Por favor... Você não iria me querer como inimigo.
Is this some kind of childish joke?,Isso é algum tipo de piada infantil?
All I have left is to kill the demon.,Tudo o que me resta é matar o demônio.
\\M[tactic_normal.png]Normal Attack,\\M[tactic_normal.png]Ataque normal
"\\M[tactic_normal.png]Normal Attack\\LINEBalanced attack, no special bonuses or penalties","\\M[tactic_normal.png]Ataque normal\\LINEAtaque equilibrado, sem bônus especial nem penalidades"
"\\M[tactic_normal.png]Normal Attack\\LINEBalanced attack, no special bonuses or penalties.","\\M[tactic_normal.png]Ataque normal\\LINEAtaque equilibrado, sem bônus especial nem penalidades."
\\M[tactic_forcesurrender.png]Force Surrender,\\M[tactic_forcesurrender.png]Forçar rendição
"\\M[tactic_forcesurrender.png]Force Surrender\\LINEAttempt to negotiate a surrender.  If the attempt fails, enter combat and lose your first turn in the next combat while taking 15% additional damage on first turn.  Enemies defeated in next combat have chance to surrender.","\\M[tactic_forcesurrender.png]Forçar rendição\\LINETenta negociar uma rendição.  Se a tentativa falhar, entre em combate e perca seu primeiro turno no próximo combate enquanto recebe 15% de dano adicional no primeiro turno.  Inimigos derrotados no próximo combate têm chance de se render."
"\\M[tactic_forcesurrender.png]Force Surrender\\LINEAttempt to negotiate a surrender.  If the attempt fails, enter combat and lose your first turn in the next combat.  Enemies defeated in next combat have chance to surrender.","\\M[tactic_forcesurrender.png]Forçar rendição\\LINETenta negociar uma rendição.  Se a tentativa falhar, entre em combate e perca seu primeiro turno no próximo combate.  Inimigos derrotados no próximo combate têm chance de se render."
\\M[tactic_cautious.png]Cautious,\\M[tactic_cautious.png]Cauteloso
\\M[tactic_cautious.png]Cautious\\LINESpread damage between targets as much as possible.  Deal -15% and take -25% damage until the start of next Player Phase.,\\M[tactic_cautious.png]Cauteloso\\LINEDivide o dano entre os alvos o máximo possível.  Cause -15% e receba -25% de dano até o início da próxima fase do jogador.
\\M[tactic_cautious.png]Cautious\\LINESpread damage between targets as much as possible.  Deal -15% and take -35% damage until the start of next Player Phase.,\\M[tactic_cautious.png]Cauteloso\\LINEDivide o dano entre os alvos o máximo possível.  Cause -15% e receba -35% de dano até o início da próxima fase do jogador.
\\M[tactic_aggressive.png]Aggressive,\\M[tactic_aggressive.png]Agressivo
\\M[tactic_aggressive.png]Aggressive\\LINETarget weak and low HP enemies.  Deal +15% damage and take +35% damage until the start of next Player Phase.,\\M[tactic_aggressive.png]Agressivo\\LINEMira inimigos fracos e com baixo PV.  Cause +15% de dano e receba +35% de dano até o início da próxima fase do jogador.
\\M[tactic_aggressive.png]Aggressive\\LINETarget weak and low HP enemies.  Deal +25% damage and take +35% damage until the start of next Player Phase.,\\M[tactic_aggressive.png]Agressivo\\LINEMira inimigos fracos e com baixo PV.  Cause +25% de dano e receba +35% de dano até o início da próxima fase do jogador.
\\M[tactic_leader.png]Target Leader,\\M[tactic_leader.png]Líder alvo
"\\M[tactic_leader.png]Target Leader\\LINEAttack Leader or anyone blocking Leader.  +35% hit rate, -25% evasion until the start of next Player Phase.","\\M[tactic_leader.png]Líder alvo\\LINEAtaca o líder ou qualquer um bloqueando o líder. =35% de taxa de acerto, -25% de evasão até o início da próxima fase do jogador."
"\\M[tactic_leader.png]Target Leader\\LINEAttack Leader or anyone blocking Leader.  +35% hit rate, -10% evasion until the start of next Player Phase.","\\M[tactic_leader.png]Líder alvo\\LINEAtaca o líder ou qualquer um bloqueando o líder. =35% de taxa de acerto, -10% de evasão até o início da próxima fase do jogador."
\\M[tactic_normal.png]Balanced,\\M[tactic_normal.png]Balanced
Buy,Comprar
OR,OU
Sell,Vender
Info,Inform.
Owned,Possui
Buying: ,Comprar: 
Selling: ,Vender: 
+2 Squad Capacity,+2 de Capacidade do esquadrão
-25% Dark Resist,-25% de resistência às Trevas
"Leader gets extra turn, followers deal","O líder recebe um turno extra, oferta de seguidores"
 , 
-25% damage,-25% de dano
+25% Damage dealt to larger Squads,+25% de dano causado a esquadrões grandes
-25% Damage dealt to smaller Squads,-25% de dano causado a esquadrões menores
+5% Evasion,+5% de evasão
+50% Damage to Dragons,+50% de dano a dragões
+15% Damage to Cavalry,+15% de dano a cavalaria
+10% Dark Resist,+10% de resistência às Trevas
-100% Magic,-100% de magia
Squad can Ambush,Esquadrão pode emboscar
+25% Damage dealt to Boss Squads,+25% de dano causado a Esquadrões-chefes
Only applies to Human targets,Aplica-se somente a alvos humanos
+20% Healing Power in combat,+20% de poder de cura em combate
+15% Hit Rate,+15% de taxa de acerto
+5 Squad Capacity,+5 de Capacidade do esquadrão
Archery attacks bypass wall and,Ataques com arcos ultrapassam a muralha e
woods defenses,defesas de bosque
Squad deals +20% damage when,O esquadrão causa +20% de dano
attacking from wall to non-wall,ao atacar de uma muralha a um local que não é muralha
+10% Out of combat Healing Power,+10% de poder de cura fora de combate
+25% Dark Resist,+25% de resistência às Trevas
+3 Squad Capacity,+3 de capacidade do esquadrão
-15% damage taken on defense,-15% de dano recebido na defesa
No movement penalty in Woods,Nenhuma penalidade de movimento nos bosques
+3% Evasion,+3% de evasão
-25% damage taken from Swords,-25% de dano recebido de espadas
-35% Damage taken from Archery,-35% de dano recebido de flechas
-35% Damage taken from Firearms,-35% de dano recebido de armas de fogo
-10% Damage taken from Dragons,-10% de dano recebido de dragões
Gain STR for every point of MAG,Ganhe FOR a cada ponto de MAG
MAG is set to zero,MAG é zerada
-15% Damage taken from Firearms,-15% de dano recebido de armas de fogo
-15% Damage taken from Archery,-15% de dano recebido de flechas
Front row takes -25% damage,A linha dianteira recebe -25% de dano
Squad is locked at 'Fearful' Morale,O Esquadrão fica bloqueado com o Moral “Temeroso”
Defeated enemies Surrender if able,Inimigos derrotados se rendem se possível
+7% Evasion,+7% de evasão
Immune to Magical Stun effect,Imune ao efeito de atordoamento mágico
Melee attackers can attack up walls,Atacantes corpo-a-corpo podem atacar de cima das muralhas
Squad is more likely to be attacked,O esquadrão está mais propenso a ser atacado
"+2 Move Points, but starts with","+2 pontos de movimento, mas começa com"
less Morale,menos Moral
+4 Squad Capacity,+4 de capacidade do esquadrão
One free heal per battle,Uma cura grátis por batalha
33% Chance to have a second turn,33% de chance de ter um segundo turno
5% Hit and Evasion for the entire,5% de Atingir e Evasão para todo
Army while Squad is deployed,Exército enquanto o Esquadrão é desdobrado
Gain double XP and CP from combat,Ganhe o dobro de EXP e PC do combate
Gain HP from kills,Ganhe PV ao matar
Take 10% HP damage per Phase,Tome 10% de dano de PV por fase
Double item drop rate from battles,Dobro de chance de cair itens em batalhas
Immune to Critical Hits,Imune a acertos críticos
-1 Squad Movement,-1 de movimento do esquadrão
Always attack first when defending,Sempre ataca primeiro ao defender
Does not work when being Ambushed,Não funciona ao ser emboscado
Only works 3 times per phase,Somente funciona 3 vezes por fase
Deal +25% damage on defense,Cause +25% de dano quando na defesa
Greatly reduce chance to be,Reduz consideravelmente a chance de
critically hit,receber acerto crítico
Inflict Chill on enemy Squad,Causa Congelar no esquadrão inimigo
at start of battle,no início da batalha
Squad heals 10% each player phase,O Esquadrão cura 10% a cada fase do jogador
Squad ignores enemy defense,O Esquadrão ignora o bônus de defesa inimiga
Squad takes no damage from,O Esquadrão não recebe dano de
hazard tiles,espaços de risco
-25% Fire Damage taken,-25% de dano de fogo recebido
Squad ignores Zones of Control,O Esquadrão ignora as Zonas de controle
+10% Evasion,+10% de evasão
Lucky Trait to all units in Squad,Característica de Sorte para todas as unidades no Esquadrão
Squad is now Flying movement,O Esquadrão agora tem movimento Voador
Squad Threat is reduced to 0,A ameaça ao esquadrão é reduzida a 0
Squad can now move after actions,O esquadrão agora pode se mover após ações
post-action move if already Cavalry,movimento pós-ação se já for Cavalaria
+50% HP of summoned Undead,+50% de PV de mortos-vivos evocados
Squad is immune to Stealth Attacks,O esquadrão é imune a Ataques furtivos
Gain SKL for every point of MAG,Ganhe HAB a cada ponto de MAG
Light Infantry costs -2 Capacity,Infantaria leve custa -2 de Capacidade
Cost:,Custo:
Unlock this tech?,Desbloquear esta tecnologia?
Obtain: ,Obter: 
Sell For: ,Vender por: 
Set the main volume level,Define o nível do volume principal
Set the music volume level,Define o volume da música
Set the volume level for sound effects,Define o nível do volume dos efeitos sonoros
Set the volume for voice clips,Define o volume das vozes
Cursor moves quickly on the tactical map,O curso se move rapidamente no mapa tático
Show text all at once,Mostra os textos todos de uma vez
Enable Tutorials,Ativa ou desativa tutoriais
Allow mouse navigation,Permite a navegação com mouse
Highlight target tile for mouse navigation,Destaca o espaço alvo para navegação por mouse
Toggle Fullscreen,Alterna o modo de exibição
Change the difficult level of enemies\NEWLINEThis will affect all enemy stats,Muda o nível de dificuldade dos inimigos\NEWLINEIsso afeta todos os atributos dos inimigos
Leave the current chapter\NEWLINEProgress will be reset,Sai do capítulo atual\NEWLINEO progresso será zerado
Leave the current chapter\NEWLINEEnemies will respawn,Sai do capítulo atual\NEWLINEInimigos ressurgirão
Exit the game\NEWLINEUnsaved progress will be lost,Sai do jogo\NEWLINEQualquer progresso não salvo será perdido
Restore settings to default,Restaura as configurações para o padrão
Set the battle speed,Define a velocidade da batalha
Toggle viewing battle scene,Alterna a visualização da cena de batalha
Non-story characters incapacitated after a mission are lost forever.\NEWLINETheir resources will be refunded.,Personagens secundários incapacitados após uma missão\NEWLINEsão perdidos para sempre. Seus recursos serão reembolsados.
"Enables passive XP, CP, and LDR growth for units that are far behind.\NEWLINEApplies to deployed squads for story missions, all units for Arena.","Ativa o crescimento passivo de EXP, PC e LID para unidades que estão muito atrás.\NEWLINEAplica-se a esquadrões desdobrados para missões de história. Todas as unidades para Arena."
Select from preset window size options,Selecione as opções de tamanho de janela predefinidas
Allows the game client to be resized by using mouse.\NEWLINERequires Restart.,Permite que o cliente do jogo seja redimensionado usando o mouse.\NEWLINENecessário reiniciar.
