"The ultimate evolution of the Silver Dragon, it can now take to the skies and deliver devastating ice breath.",银龙的终极进化，可以从空中喷出毁灭性的寒冰龙息。
Silv. D.Rider,银龙骑士
"Basic Infantry. Can be part of a Light Squad, who specialize in rough terrain and ambushes.",基础步兵。轻型部队，擅长跨越崎岖地形和伏击。
Militia,民兵
Basic Archery unit. Can attack from 2 tiles away.,基础弓兵单位。可以从2格外发动攻击。
Bowman,射手
Basic Support unit. Able to provide healing in and out of battle.,基础辅助单位。战场内外都可以进行治疗。
Medic,医疗兵
"Front line Heavy Infantry. Heavily armored, and protects back lines with Cover.",前线重装步兵。穿着厚重的装甲，为后排提供掩护。
Soldier,士兵
Front line Heavy Infantry. Polearms are strong against Cavalry.,前线重装步兵。长柄克制骑兵。
Spearman,矛兵
"Basic Heavy Cavalry. Heavily armored, and protects back lines with Cover.",基础重骑兵。穿着厚重的装甲，为后排提供掩护。
Cavalier,骑兵
Heavy Infantry. Deals Striking damage. Gets a bonus to Magic Defense from a portion of her Armor.,重步兵。可以造成惊人的伤害。从护甲中获得一部分魔法防御的加成。
Skirmisher,散兵
"Basic Light Cavalry. Can Ambush, and is strong against enemy Cavalry.",基础轻骑兵。可以伏击，克制骑兵。
Scout,斥候
"Specialized Light Infantry. On offense, will execute a Stealth attack, striking the back row.",特殊轻步兵。进攻时，将潜行攻击后排。
Rogue,盗贼
Standard Archery unit. Can attack from 2 tiles away. Has the potential to upgrade to a class with 3 tile range.,标准弓兵单位。可以从2格外发动攻击。可以升级为射程为3格的职业。
Archer,弓兵
"Specialized Archery unit. Can attack from 2 tiles away, and gets a bonus against Heavy troops.",特殊弓兵单位。可以从2格外攻击，对抗重型部队时获得加成。
Crossbowman,弩手
"Light Cavalry Archer. Can fire from 2 tiles, ambush, and hit-and-run.",轻骑兵射手。射程为2格，可以伏击、游击。
Horsebow,弓骑兵
"Standard Light Infantry. Very strong attack, but sacrifices almost all defense.",标准轻步兵。攻击力非常强，但几乎牺牲了所有的防御。
Swordfighter,剑客
Basic Magician unit. Launches a Fire elemental magic attack with a small area effect.,基本的法师单位。发动火元素魔法攻击，具有小范围效果。
Apprentice,学徒
"Standard Support unit. Able to provide healing in and out of battle, with much greater ability than the Medic.",标准辅助单位。在战斗内外治疗友军，治疗效果远超医疗兵。
Priestess,女祭司
Specialized Magician unit. Launches a Dark elemental magic attack that has a chance to stun and/or daze the target.,特殊法师单位。发动黑魔法攻击，有机会眩晕或迷惑目标。
Siren,女巫
Powerhouse defensive Heavy Infantry. Uses a polearm and has a special defense against Firearms attacks.,强大的防御性重步兵。使用长柄武器，对火器攻击有特殊防御。
Sentinel,卫兵
Powerhouse Heavy Infantry. Executes a double-attack against a single enemy.,强大的重步兵。对单一敌人实施双重攻击。
Champion,冠军剑士
"Specialized Heavy Infantry. Attack hits a wide-arc, striking the units adjacent to the target in the same row.",特殊重步兵。扫击敌人，攻击与目标同排且相邻的单位。
Zweihander,双手剑士
"Specialized Heavy Infantry. The ultimate Polearm attacker, whose attacks strike the units behind the target.",特殊重步兵。终极长柄战士，其攻击会打击目标后面的单位。
Centurion,百夫长
Versatile Heavy Infantry. Possesses the Polearm skill of a Spearman with the bow attacks of an Archer. 35% More base Evasion than other Heavy classes.,多用途重步兵。拥有矛兵的长柄技能和弓兵的弓箭攻击。基础闪避比其他重装高35%。
Samurai,武士
"Specialized Heavy Infantry. Deals Striking damage. Gets a bonus to Magic Defense from a portion of her Armor, and deals extra damage to Magicians. Can heal self or ally under 50% HP once per battle.",特殊重步兵。可以造成惊人的伤害。从护甲中获得一部分魔法防御的加成，对法师造成额外伤害。每场战斗可以回复一次自己或盟友50%的生命值。
Paladin,圣骑士
Powerhouse Heavy Cavalry. Has a special defense against Archery attacks.,力量型重骑兵。对弓术攻击有特殊防御。
Knight,骑士
"Versatile Heavy Cavalry. Brings the healing ability of the Hospitaller, but can now attack in battle and execute Charge attacks.",多用途重骑兵。有疗骑士的治疗能力，还可以攻击敌人，并发动冲锋。
Valkyrie,女武神
"Specialized Light Infantry. Can Ambush, and gets a significant SKL bonus while fighting in Rough terrain, and can fire a precision bolt.",特殊轻步兵。可以伏击，在崎岖地形作战时获得大量的灵巧加成，可以射出精准的弩箭。
Ranger,游侠
"Specialized Light Infantry. On offense, will execute a Stealth attack, striking the back row, with much greater ability than the Rogue.",特殊轻步兵。进攻时，将潜行攻击后排，远远强过盗贼。
Assassin,刺客
"Powerhouse Light Cavalry. Can Ambush, and is strong against enemy Cavalry, with much greater ability than the Scout.",强力轻骑兵。可以伏击，克制敌方骑兵很强，能力远超斥候。
Hussar,骠骑兵
Powerhouse Archery unit. Can attack from up to 3 tiles away.,强力弓兵单位。最多可以从3格外发动攻击。
Warbow,战弓手
"Powerhouse Light Cavalry Archer. Can fire from 2 tiles, ambush, and hit-and-run, with much greater ability than the Horsebow.",强力轻骑兵射手。可以从2格外射击地。还会伏击、游击，比弓骑兵强得多。
Raider,骑射手
"Ultimate Support unit. Able to provide healing in and out of battle, with the greatest possible proficiency.",终极辅助单位。熟练掌握治疗能力，可以在战斗内外治疗友军。
Templar,圣疗者
"Specialized Support unit. Able to provide healing in and out of battle, with the mobility of Cavalry.",特殊辅助单位。可以在战斗内外治疗友军，有骑兵的机动能力。
Powerhouse Magician unit. Launches a powerful Fire elemental magic attack that hits the entire target Row.,强力法师单位。发动强大的火魔法，攻击整行敌人。
Fire Mage,火法师
"Specialized Magician unit. Launches an Ice elemental magic attack that hits a large area of effect, and inflicts Chill on targets.",特殊法师单位。发动冰元素魔法，攻击大面积的敌人，并对目标造成施加寒冷。
Ice Mage,冰法师
Powerhouse Magician unit. Launches a powerful Lightning elemental magic attack that hits the entire target Column.,强力法师单位。发动强大的电魔法，攻击目标所在列。
Lit.Mage,雷法师
"Specialized Magician unit. Launches a Dark elemental magic attack that hits a large area of effect, with a chance to inflict Stun and Daze.",特殊法师单位。发动黑魔法，攻击大面积的敌人，有机会施加击晕或迷惑。
Sorceress,女术士
Standard Firearms unit. Attacks are extremely powerful and bypass almost all Armor.,标准火器单位。攻击力极强，几乎不受任何护甲影响。
Gunner,火枪兵
Specialized Firearms unit. Attacks are extremely powerful and bypass almost all Armor. Has the mobility of Cavalry.,特殊火器单位。攻击力极强，几乎不受任何护甲影响。具有骑兵的机动性。
Dragoon,龙骑兵
Specialized Firearms unit. Can only attack on offense. Launches a powerful barrage from up to 3 tiles away.,特殊火器单位。防守时不能反击。最多可以从3格外射击敌人。
S. Cannon,攻城炮
Powerhouse offensive Light Infantry. Executes a powerful double-attack.,强大的进攻型轻步兵。具有强大的双重攻击能力。
Swordmaster,剑圣
Powerhouse offensive Light Infantry. Executes a powerful double-attack. Attacks with a bow at 2+ range.,强大的进攻型轻步兵。具有强大的双重攻击能力。用弓攻击2格以外的敌人。
Blademaster,刀剑大师
Diana's empowered form.,戴安娜获得神力的形态。
Titan,泰坦
"Diana's smaller form, with the same abilities as the Titan.",戴安娜较小的形态，具有和泰坦一样的能力。
What would I do if I abandon my destiny?,如果我放弃我的命运，我会怎么做？
You're not getting rid of me that easily.,你没有那么容易摆脱我。
"Hey, come on! I never abandon my friends.",嘿，来吧！我从不抛弃我的朋友。
"No, not again... let me prove myself to you!",不，不要再来了……让我向你证明我自己！、
Early retirement ain't for me quite yet.,提前退休还不适合我。
"Yeah, right. What would you do without this face?",是的，没错。如果没有这张脸，你会怎么做？
I will die long before considering surrender.,我死也不会投降。
What... why? Don't leave me alone out here!,什么…………为什么？不要把我一个人留在这里！
You must realize our fates are inexorably linked.,你必须意识到我们的命运是不可分割的。
I have worked far too hard to quit now.,我已经付出了这么多，现在可不能放弃。
Raskuja is to be fulfilling his contract.,拉斯库亚要履行他的合同。
The Avatar of Donar finds me unworthy...?,多纳尔的圣灵不认可我吗？
Ha! Please. You wouldn't want me as an enemy.,哈！拜托了。你不会希望我成为敌人。
Is this some kind of childish joke?,这是某种幼稚的玩笑吗？
All I have left is to kill the demon.,我所剩下的就是杀了这个恶魔。
\\M[tactic_normal.png]Normal Attack,\\M[tactic_normal.png]普通攻击
"\\M[tactic_normal.png]Normal Attack\\LINEBalanced attack, no special bonuses or penalties",\\M[tactic_normal.png]普通攻击\\LINE平衡的攻击方式，没有加成或惩罚
"\\M[tactic_normal.png]Normal Attack\\LINEBalanced attack, no special bonuses or penalties.",\\M[tactic_normal.png]普通攻击\\LINE平衡的攻击方式，没有加成或惩罚。
\\M[tactic_forcesurrender.png]Force Surrender,\\M[tactic_forcesurrender.png]强迫投降
"\\M[tactic_forcesurrender.png]Force Surrender\\LINEAttempt to negotiate a surrender.  If the attempt fails, enter combat and lose your first turn in the next combat while taking 15% additional damage on first turn.  Enemies defeated in next combat have chance to surrender.",\\M[tactic_forcesurrender.png]强迫投降\\LINE尝试劝降。 劝降失败则进入战斗。 下一次拼杀的第一轮无法攻击，额外受到15%伤害。在下一次拼杀中击败的敌人有机会投降。
"\\M[tactic_forcesurrender.png]Force Surrender\\LINEAttempt to negotiate a surrender.  If the attempt fails, enter combat and lose your first turn in the next combat.  Enemies defeated in next combat have chance to surrender.",\\M[tactic_forcesurrender.png]强迫投降\\LINE尝试劝降。 劝降失败则进入战斗。 下一次拼杀的第一轮无法攻击。在下一次拼杀中击败的敌人有机会投降。
\\M[tactic_cautious.png]Cautious,\\M[tactic_cautious.png]谨慎行事
\\M[tactic_cautious.png]Cautious\\LINESpread damage between targets as much as possible.  Deal -15% and take -25% damage until the start of next Player Phase.,\\M[tactic_cautious.png]谨慎行事\\LINE尽可能均匀地攻击敌人。 在下一个玩家回合之前，造成-15%的伤害，受到-25%的伤害。
\\M[tactic_cautious.png]Cautious\\LINESpread damage between targets as much as possible.  Deal -15% and take -35% damage until the start of next Player Phase.,\\M[tactic_cautious.png]谨慎行事\\LINE尽可能均匀地攻击敌人。 在下一个玩家回合之前，造成-15%的伤害，受到-35%的伤害。
\\M[tactic_aggressive.png]Aggressive,\\M[tactic_aggressive.png]冲锋陷阵
\\M[tactic_aggressive.png]Aggressive\\LINETarget weak and low HP enemies.  Deal +15% damage and take +35% damage until the start of next Player Phase.,\\M[tactic_aggressive.png]冲锋陷阵\\LINE攻击弱小和生命值低的敌人。 在下一个玩家回合之前，造成+15%的伤害并承受+35%的伤害。
\\M[tactic_aggressive.png]Aggressive\\LINETarget weak and low HP enemies.  Deal +25% damage and take +35% damage until the start of next Player Phase.,\\M[tactic_aggressive.png]冲锋陷阵\\LINE攻击弱小和生命值低的敌人。 在下一个玩家回合之前，造成+25%的伤害并承受+35%的伤害。
\\M[tactic_leader.png]Target Leader,\\M[tactic_leader.png]集火队长
"\\M[tactic_leader.png]Target Leader\\LINEAttack Leader or anyone blocking Leader.  +35% hit rate, -25% evasion until the start of next Player Phase.",\\M[tactic_leader.png]集火队长\\LINE攻击队长或者挡住队长的敌人。在下一个玩家回合之前，命中+35%，闪避-25%。
"\\M[tactic_leader.png]Target Leader\\LINEAttack Leader or anyone blocking Leader.  +35% hit rate, -10% evasion until the start of next Player Phase.",\\M[tactic_leader.png]集火队长\\LINE攻击队长或者挡住队长的敌人。在下一个玩家回合之前，命中+35%，闪避-10%。
\\M[tactic_normal.png]Balanced,\\M[tactic_normal.png]平衡攻击
Buy,获得
OR,或
Sell,给出
Info,信息
Owned,拥有
Buying: ,购买： 
Selling: ,卖出： 
+2 Squad Capacity,+2小队规模
-25% Dark Resist,-25%黑暗抵抗
"Leader gets extra turn, followers deal",队长多行动一回合，部下造成
 , 
-25% damage,-25%的伤害
+25% Damage dealt to larger Squads,+25%对比自己大的队伍造成的伤害
-25% Damage dealt to smaller Squads,-25%对比自己小的队伍造成的伤害
+5% Evasion,+5%闪避
+50% Damage to Dragons,+50%对龙伤害
+15% Damage to Cavalry,+15%对骑兵伤害
+10% Dark Resist,+10%黑暗抵抗
-100% Magic,-100%魔法
Squad can Ambush,小队可以伏击
+25% Damage dealt to Boss Squads,+25%对首领小队造成的伤害
Only applies to Human targets,只适用于人类目标
+20% Healing Power in combat,+20%拼杀时的治疗效果
+15% Hit Rate,+15%命中
+5 Squad Capacity,+5小队规模
Archery attacks bypass wall and,射箭攻击不受墙和
woods defenses,树林的防御影响
Squad deals +20% damage when,在墙上时，对墙下的敌人
attacking from wall to non-wall,造成+20%的伤害
+10% Out of combat Healing Power,+10%脱战时的治疗效果
+25% Dark Resist,+25%黑暗抵抗
+3 Squad Capacity,+3小队规模
-15% damage taken on defense,-15%防守时受到的伤害
No movement penalty in Woods,在树林中没有移动惩罚
+3% Evasion,+3%闪避
-25% damage taken from Swords,-25%受到剑的伤害
-35% Damage taken from Archery,-35%受到箭的伤害
-35% Damage taken from Firearms,-35%受到火器的伤害
-10% Damage taken from Dragons,-10%受到龙的伤害
Gain STR for every point of MAG,每点魔法都提供力量
MAG is set to zero,魔法降为零
-15% Damage taken from Firearms,-15%火器造成的伤害
-15% Damage taken from Archery,-15%箭矢造成的伤害
Front row takes -25% damage,-25%前排受到的伤害
Squad is locked at 'Fearful' Morale,小队士气锁定为“恐惧”
Defeated enemies Surrender if able,如果可以的话，击败的敌人会投降
+7% Evasion,+7%闪避
Immune to Magical Stun effect,免疫魔法击晕效果
Melee attackers can attack up walls,近战可以攻击墙上的敌人
Squad is more likely to be attacked,小队更容易被攻击
"+2 Move Points, but starts with",移动点数+2，但开局
less Morale,士气较低
+4 Squad Capacity,+4小队规模
One free heal per battle,每场战斗提供一次免费治疗
33% Chance to have a second turn,有33%的机会可以行动第二次
5% Hit and Evasion for the entire,该小队在场时 
Army while Squad is deployed,全军获得5%的命中和闪避
Gain double XP and CP from combat,从拼杀中获得双倍经验和职业经验
Gain HP from kills,从杀戮中获得生命值
Take 10% HP damage per Phase,每回合损失10%生命
Double item drop rate from battles,战斗中的物品掉落率加倍
Immune to Critical Hits,不受暴击的影响
-1 Squad Movement,-1小队移动
Always attack first when defending,防守时总是先手攻击
Does not work when being Ambushed,受到伏击时除外
Only works 3 times per phase,每回合能用3次
Deal +25% damage on defense,防守时造成+25%的伤害
Greatly reduce chance to be,极大地减少了
critically hit,受到暴击的几率
Inflict Chill on enemy Squad,在战斗开始时
at start of battle,对敌方小队施加寒冷
Squad heals 10% each player phase,每到玩家回合，小队会受到10%的治疗
Squad ignores enemy defense,小队无视敌方防御
Squad takes no damage from,小队不会受到
hazard tiles,危害格子的伤害
-25% Fire Damage taken,-25%受到的火属性伤害
Squad ignores Zones of Control,小队无视控制区域
+10% Evasion,+10%闪避
Lucky Trait to all units in Squad,小队所有单位获得幸运特性
Squad is now Flying movement,小队现在的移动模式为飞行
Squad Threat is reduced to 0,小队的威胁降至0
Squad can now move after actions,小队现在可以在行动后移动
post-action move if already Cavalry,如果是骑兵，则行动后再行动
+50% HP of summoned Undead,+50%召唤不死单位的生命值
Squad is immune to Stealth Attacks,小队免疫潜行攻击
Gain SKL for every point of MAG,每点魔法都提供灵巧
Light Infantry costs -2 Capacity,轻步兵占用规模-2
Cost:,费用：
Unlock this tech?,解锁这项技术？
Obtain: ,获得： 
Sell For: ,卖出价格： 
Set the main volume level,设置主音量大小
Set the music volume level,设置音乐的音量大小
Set the volume level for sound effects,设置音效的音量大小
Set the volume for voice clips,设置配音的音量大小
Cursor moves quickly on the tactical map,光标在战术地图上移动更快
Show text all at once,一次性显示全部文本
Enable Tutorials,启用教程
Allow mouse navigation,允许鼠标指引
Highlight target tile for mouse navigation,鼠标指引时高亮目标格子
Toggle Fullscreen,切换全屏
Change the difficult level of enemies\NEWLINEThis will affect all enemy stats,改变敌人的难易程度/NEWLINE将影响所有敌人的属性
Leave the current chapter\NEWLINEProgress will be reset,离开当前章节\NEWLINE进度将被重置
Leave the current chapter\NEWLINEEnemies will respawn,离开当前章节\NEWLINE敌人会重新出现
Exit the game\NEWLINEUnsaved progress will be lost,退出游戏\NEWLINE未保存的进度将被丢失
Restore settings to default,恢复设置为默认值
Set the battle speed,设置战斗速度
Toggle viewing battle scene,切换观看战斗场景
Non-story characters incapacitated after a mission are lost forever.\NEWLINETheir resources will be refunded.,战败的非故事人物在任务结束后会永远丢失。他们的资源将被退还。
"Enables passive XP, CP, and LDR growth for units that are far behind.\NEWLINEApplies to deployed squads for story missions, all units for Arena.",落后单位的经验值、职业经验和统率会自动增长。\NEWLINE适用于参加剧情任务的队伍，竞技场的所有单位。
Select from preset window size options,从预设的窗口尺寸选项中选择
Allows the game client to be resized by using mouse.\NEWLINERequires Restart.,允许使用鼠标调整游戏客户端的大小。\NEWLINE需要重新启动游戏。
Precisely scales pixels at integer multiples.\NEWLINERequires Restart.,精确地以整数倍的方式缩放像素。
"If Integer Scaling is enabled, upscales from the closest integer multiple.\NEWLINERequires Restart",如果启用了整数缩放，则从最接近的整数倍向上缩放。\NEWLINE需要重新启动游戏。
Uses linear interpolation to upscale in-game images where possible.\NEWLINE(Recommended: Enabled) Requires Restart,在可能的情况下，使用线性插值来提高游戏中图像的比例。NEWLINE（推荐：启用）需要重启
Workaround for graphics drivers that don't sync texture access.\NEWLINEUse if letters fail to print sometimes.,对不同步纹理访问的图形驱动的解决方法。\NEWLINE适用于无法显示文字的情况。
"Enables framebuffer blittling if the driver is capable of it.\NEWLINEImages may render slightly faster, but incompatible with certain graphics cards. (Default: Disabled)",如果驱动程序能够做到这一点，就可以启用帧缓冲器的模糊处理。\NEWLINE图像的渲染速度可能稍快，但与某些显卡不兼容。（默认：禁用）
LEVEL UP!,等级提升！
Class Mastery Up!,职业掌握度提升！
Surrender!,投降！
Retreat!,撤退！
PROMOTE!,晋级！
GOLDEN!,黄金！
Trait Learned!,习得特性！
MaxHp up!,最大生命值增加！
Faction,阵营
Rank up!,等级上升！
Loyalty up!,忠诚度上升！
Got Proof,获得
of Merit!,华彩之证！
NO,不
SURRENDER,投降
Exchange,交换
Unlocked!,已解锁！
"All squads on all teams within 3 tiles,",3个格子范围内的所有队伍，
take 15% more damage,受到的伤害增加15%。
UPGRADES TO:,升级至：
Starring...,主演…………
Original Soundtrack by:,原创配乐：
Voices by:,配音：
Additional Art by:,其他艺术作品：
Additional Contributions,其他贡献
Special Thanks,特别感谢
I mean this from the bottom of my heart.,我是发自内心的这么想。
Thank you for playing.,感谢您玩这款游戏。
"If you are reading this, you have impacted our",如果您读到了这段文字，说明您以一种特殊的方式
lives in a very special way. I hope you'll,影响了我们的生活。我希望您会
continue with our journey to bring our,继续我们的旅程，实现
dreams to life.,我们的梦想。
In loving memory,深切怀念
Moves 6 tiles base,移动6格，根据
"Archetypes: Heavy Infantry, Archery, Firearms",原型：重步兵、弓兵、火器
Moves 5 tiles base,移动5格，根据
"Archetypes: Support, Magicians",原型：辅助，法师
Movement Bonus Indoors,室内移动加成
Unimpeded by rough terrain,不受崎岖地形影响
Archetypes: Light Infantry,原型：轻步兵
Moves 7 tiles base,移动7格
Movement Bonus in Open Terrain,在开阔地形有移动加成
Can Initiate Charge Attacks/Ambush,可以冲锋/伏击
Archetypes: Light Cavalry,原型：轻骑兵
Can Initiate Charge Attacks,可以冲锋
Archetypes: Heavy Cavalry,原型：重骑兵
Unimpeded by all terrain,不受地形影响
Immune to Hazard Damage,免疫危害伤害
Archetypes: Dragon Riders,原型：龙骑士
OBJECTIVE CAPTURED!,占领目标！
Player Phase,玩家行动
Enemy Phase,敌人行动
Ally Phase,盟友行动
Empire of Veridia,维尔迪亚帝国
Donari Temple,多纳尔圣殿
Followers of Zanatus,扎纳图斯信徒
Diana's Rebellion,戴安娜的起义军
Nephilim Army,圣灵军团
Duchy of Isanter,伊桑特公国
Lysander,莱森德
Antares Rebellion,安塔瑞斯叛军
Tidereaver Pirates,噬浪海贼团
Duchy of Rimorgue,里莫格公国
Empire of Archaelus,阿开勒斯帝国
Kingdom of Sayunaa,萨育纳王国
"Basic Light Infantry. Can Ambush, and gets a significant SKL bonus while fighting in Rough terrain.",基础轻步兵。可以伏击，在崎岖地形作战时获得大量的灵巧加成。
Acolyte,侍僧
Challenge this arena?,挑战该竞技场？
"bonus from Walls, Forts, and Bases",墙壁、营地、堡垒有加成
Dark Knight,暗骑士
General,将军
Azure King,青龙王
Lord,领主
Archmage,大法师
Mirage,幻影
Lead Design,主设计
Lead Engineer,首席工程师
Lead Artists,主美术
Antares arrives at Armitage,安塔瑞斯抵达阿米塔吉
Antares is defeated in battle,安塔瑞斯战败
Survive for 20 turns,存活20个回合，
OR Seize Ezrum,或夺取艾泽拉姆
Antares is defeated in battle OR,安塔瑞斯战败，或
Fort Eureeka is seized by the enemy OR,尤里卡堡沦陷，或
Stormrook is seized by the enemy,风鸦堡沦陷
Raskuja reaches the Treasure Vault,拉斯库亚抵达藏宝库
Raskuja is defeated in battle,拉斯库亚战败
Defeat all enemies,击败所有敌人小队
Jaromir is defeated in battle,贾洛米战败
Destroy all invading undead,击败所有入侵的亡灵军团
Jaromir is defeated in battle OR,贾洛米战败，或
Enemy seizes Embor Palace,恩博尔官邸沦陷
Beatrix reaches the Helios Master Archive,碧翠丝抵达赫利俄斯主档案馆
Beatrix is defeated in battle,碧翠丝战败
Razehl escapes prison,拉泽尔成功越狱
Razehl is defeated in battle,拉泽尔战败
Rescue all 3 Dragon Eggs,拯救全部三颗龙蛋
\\N[8] is defeated in battle OR,\\N[8]战败，或
Enemy seizes Fort Sairaa,塞拉堡沦陷
Increases lowest stat growth rate by %50,将成长率最低的数值的成长率增加%50
Maverick,独行侠
Wide Guard,拓宽援护
Cover and Block extend an extra half tile in each direction,掩护和格挡将向左右拓宽半格
Pacifist,和平主义者
Unit both takes and deals -25% damage,此单位造成伤害和承受伤害均减少25%
Barricade,高筑街垒
Other Units in same row have increased defense power,同行其它单位防御力增加
Rally,振奋军心
Other Units in same row have increased attack power,同行其他单位攻击力增加
Liberator,解放者
Gain an extra turn after Seize Objective,攻占目标之后可以再行动一回合
Benevolent,慈悲为怀
+%50 LDR growth from Surrenders,敌方投降带来的统率力增长增加50%
Switches to classic style portraits.,切换至经典风格肖像。
Uses a bitmap font for better readability on high res screens.,使用点阵字体以提高高清屏幕上的可读性。
Arbalest,钢弩
Archery class that fires 3x slightly weaker bolts and resists enemy ranged attacks.,发射三次威力稍逊的弩箭并对敌方远程攻击有抗性的弓兵单位。
War Cat,战猫
Light Infantry Large Beast that attacks in a wide arc. Increased Critical chance during Night.,轻步兵、大型野兽，能进行范围宽广的横扫攻击。夜间暴击率上升。
Behemoth,巨兽
Upgrade to War Cat that gains the ability to bypass blocking when attacking from high ground to lower ground.,战猫的升阶版本，如果从高地向低地发起进攻的话，能够无视格挡。
Necromancer,亡灵法师
Magician that steals life to heal themselves and allies. Summons Risen. Greatly increases Unlife Essence accumulation.,偷取生命力以治疗自己以及友军的法师。能够召唤复苏部队。极大增加死灵元素积累。
Oracle,神谕者
Support class that casts a shield on all allies at the start of battle.,辅助单位，战斗开始时向全体友方施加护盾
Field Cannon,野战炮
Firearms. Can only attack on offense. Attacks from up to 3 tiles away. Cavalry movement type.,火器单位。只有作为攻方时才能开火。最远能打三格。移动方式同骑兵。
Dark Mage,暗法师
Magician class that attacks in a large area. Has a chance to supress healing to targeted enemies.,法师单位，群体攻击。有概率压制被击中的敌人的治疗。
Queen of Dragons,龙族女王
"Fusion of Abigayle and Azuros. Flying unit. Can heal allies, and use a powerful breath attack.",阿比盖尔和阿祖罗斯的合并。飞行单位。能够治愈友军，并能够使用强力吐息攻击。
Switches to classic style portraits.,切换至经典风格肖像。
Uses a bitmap font for better readability on high res screens.,使用点阵字体以提高高清屏幕上的可读性。
Attacks ignore 20% of Armor,攻击无视 20% 的护甲
Complete Main Story Chapter 4 to unlock!,完成主线故事第4章以解锁！
Complete Main Story Chapter 11 and Legends Chapter 1A to unlock!,完成主线故事第11章且完成传说第1A章以解锁！
Complete Main Story Chapter 8 to unlock!,完成主线故事第8章以解锁！
Complete Main Story Chapter 9 to unlock!,完成主线故事第9章以解锁！
Complete Main Story Chapter 18 and Legends Chapter 3A to unlock!,完成主线故事第18章且完成传说第3A章以解锁！
Complete Main Story Chapter 11 to unlock!,完成主线故事第11章以解锁！
Complete Main Story Chapter 6 to unlock!,完成主线故事第6章以解锁！
Complete Main Story Chapter 23 and Gaiden 20-B to unlock!,完成主线故事第23章且完成外传二以解锁！
Strider,迅击者
Infiltrator,渗透者
Scion of Donar,多纳尔的后裔
Cleric,教士
Savior,救治者
Avatar of Donar,多纳尔的化身
Hero's Heavy Infantry class.,主角的重步兵职业。
Hero's Light Stealth class.,主角的轻潜行职业。
Hero's Healer class.,主角的治愈者职业。
Turns Taken,回合数
Kills,击杀数
Surrenders,迫降数
Defeats,战败数
Warfarer's Boots,æˆ˜å£«ä¹‹é´
Shuffle becomes a free action,æ¢ä½å˜ä¸ºå…è´¹è¡ŒåŠ¨
Duelist's Contract,å†³æ–—è€…çš„å¥‘çº¦
All units on both teams get +1 attack at 1 range,æ•Œæˆ‘åŒæ–¹æ‰€æœ‰å•ä½åœ¨è·ç¦»ä¸º1æ—¶æ”»å‡»+1
Do-It-Yourself Bandage,è‡ªåŠ©ç»·å¸¦
Map heals are a free action,åœ°å›¾æ²»ç–—å˜ä¸ºå…è´¹è¡ŒåŠ¨
Emperor's Missive,å¸çŽ‹æ••ä»¤
Tier 1 Units take 50% damage,ä¸€é˜¶å•ä½æ‰¿ä¼¤å°†ä¸º50%
Donari Charm,å¤šçº³å°”æ•™æŠ¤ç¬¦
2 additional Map Heal charges,åœ°å›¾æ²»ç–—æ¬¡æ•°+2
Commoner's Goblet,å¹³æ°‘çš„é«˜è„šæ¯
Non-story squad leaders only,åªèƒ½ç”±éžæ•…äº‹è§’è‰²å°é˜Ÿé¢†è¢–ä½¿ç”¨
Can only be equipped on Squads not led by story characters,åªèƒ½ç”±éžæ•…äº‹è§’è‰²å°é˜Ÿé¢†è¢–æ‰€çŽ‡é¢†çš„å°é˜Ÿè£…å¤‡
Tailored Great Helm,å®šåˆ¶å·¨ç›”
2 additional Armor per unit archetype in Squad,å°é˜Ÿä¸­æ¯å¤šä¸€ç±»å•ä½åŽŸåž‹ï¼ŒæŠ¤ç”²+2
Thorny Charm,è†æ£˜æŠ¤ç¬¦
Every Unit in Squad will resist 1 status effect per combat,å°é˜Ÿä¸­æ¯ä¸ªå•ä½æ¯åœºæˆ˜æ–—éƒ½èƒ½æŠµæŠ—ä¸€ç§çŠ¶æ€æ•ˆæžœ
Raid Captain,劫掠队长
-2 Capacity cost for Light Melee classes,轻型近战职业占用规模-2
"Magician class that attacks in a large area. Lowers effectiveness of heals, Mage and Dragon attacks.",法师单位，群体攻击。降低治疗、法师和龙息攻击的效果。
Bow Specialist,弓箭专家
Increased damage to support/mages at range,增加对辅助/法师单位的远程伤害
Armor Specialist,护甲专家
Reduces all incoming damage to the squad while on defense,减少防守时小队受到的所有伤害
Spear Specialist,长矛专家
Enitre squad takes less damage and deals more damage to cavalry units,整个小队在与骑兵交战时，伤害更高承伤更少
Anti-Magic Specialist,反魔法专家
Healer Specialist,治疗专家
Squad recovers some HP at the beginning of player phase.,玩家回合开始时，小队恢复部分生命值
Assassin Specialist,刺杀专家
Squad gains increased Critical Hit chance while on offense,进攻时小队暴击率提高
Bombardment Specialist,轰炸专家
Squad's long range attacks are much less random,小队的远程攻击落点随机性极大下降。
Raid Specialist,劫掠专家
Entire squad gains a large boost to SKL while attacking from rough terrain,从崎岖地形发起进攻时，整个小队都会获得大量灵巧值提升。
Rush Specialist,奔袭专家
Entire squad gains a bonus to SKL based on how far they moved this turn,基于其在该回合的移动距离给整个小队增加灵巧值
Charge Specialist,冲锋专家
Entire squad gains a damage bonus if the squad is charging,如果发动的是冲锋攻击，整个小队的伤害都会提高
Save Clear Data?,保存通关数据？
Reduces Magic damage taken,减少受到的魔法伤害
Heavy Polearm Risen minion.,重装长柄复苏仆从
