No more than 4 Isanter squads are defeated,Evita que más de 4 pelotones de Isanter sean derrotados
Defend Lemelin Monastery for 15 turns OR,Protege el monasterio de Lemelin durante 15 turnos O
Seize Westerfield Fortress,asalta la fortaleza de Campoeste
The enemy captures Lemelin Monastery,Evita que el enemigo capture el monasterio de Lemelin
No enemy squads attack Isanter Palace,Evita que un pelotón enemigo ataque el palacio de Isanter
Complete The Chapter within 12 turns,Completa el capítulo en 12 turnos
Seize Trucea,Asalta Trucea
The enemy captures Isanter Palace OR,Evita que el enemigo capture el palacio de Isanter O
The enemy captures Lemelin Fortress,Evita que el enemigo capture la fortaleza de Lemelin
Complete The Chapter within 20 turns,Completa el capítulo en 20 turnos
Complete The Chapter within 15 turns,Completa el capítulo en 15 turnos
Seize Fort Eureeka,Asalta el fuerte Eureeka
The enemy captures Trucea,Evita que el enemigo capture Trucea
Survive against Casamir's army for 2 turns,Sobrevive al ejército de Casamir durante 2 turnos
Survive against Casamir's army for 4 turns,Sobrevive al ejército de Casamir durante 4 turnos
Survive against Casamir's army for 6 turns,Sobrevive al ejército de Casamir durante 6 turnos
Defend Fort Eureeka OR,Protege el fuerte Eureeka O
Defeat Casamir's entire army,Derrota a todo el ejército de Casamir
The enemy captures Fort Eureeka,Evita que el enemigo capture el fuerte Eureeka
Seize Rimorgue and Stormrook,Asalta Rimorgue y Torre Tormenta
Hand of Zanatus is defeated in battle,Evita que la Mano de Zanatus muera en combate
Diana reaches the stairs to the dungeon,Haz que Diana llegue a las escaleras de la mazmorra
Diana is defeated in battle,Evita que Diana muera en combate
Destroy bridge after all children are safe,Destruye el puente cuando todos los niños estén a salvo
Diana reaches Centurion's Rest,Haz que Diana llegue a Descanso del Centurión
Diana is defeated in battle OR,Evita que Diana muera en combate O
None of the escaping children survive,Evita que ninguno de los niños sobreviva
Seize Imperial Sally Port,Asalta el puerto imperial de Sally
The enemy captures Diana Front Base,Evita que el enemigo capture la base del frente de Diana
Avoid battle with the Hand of Zanatus,Evita luchar con la Mano de Zanatus
Diana reaches the Portal to Mount Ptolomea,Haz que Diana llegue al portal del monte Tolomea
Use a Nephilim Power,Usa un poder de nefilim
Seize Embor,Asalta Embor
The enemy captures Centurion's Rest,Evita que el enemigo capture Descanso del Centurión
"Narima, Raskuja, and Sybil survive","Haz que Narima, Raskuja y Sybil sobrevivan"
Defend Eastwall Fortress for 10 turns OR,Protege la fortaleza de Muroriente durante 10 turnos O
Destroy all enemy Squads,Destruye todos los pelotones enemigos
Lysander is defeated in battle OR,Evita que Lysander muera en combate O
The enemy captures Eastwall Front Base,Evita que el enemigo capture la base del frente de Muroriente
Avoid taking hazard damage from lava,Evita hacerte daño con la lava
\\N[8] reaches the Stone Gate,Haz que \\N[8] llegue al portal de piedra
"Seize Felnamia, the castle town","Asalta Felnamia, la ciudad castillo"
\\N[8] reaches the Donari Temple,Haz que \\N[8] llegue al templo de Donar
Sybil is defeated in battle OR,Evita que Sybil muera en combate O
The enemy captures Felnamia Front Base,Evita que el enemigo capture la base del frente de Felnamia
Azuros does not fall below 50% HP,Evita que los PS de Azuros lleguen a menos del 50 %
"Seize the enemy Home Base, Nikeda Redoubt","Asalta la base de operaciones enemiga, el refugio de Nikeda"
Azuros is defeated in battle OR,Evita que Azuros muera en combate O
The enemy captures Eberminster,Evita que el enemigo capture Eberminster
Do not kill any Sisterhood of Mercy,No mates a ninguna de las Hermanas Misericordes
Destroy all of the Zanatus Mages,Acaba con todos los magos de Zanatus
Edelia is defeated in battle,Evita que Edelia muera en combate
No enemy squads escape,Evita que un pelotón enemigo huya
Destroy all enemy Squads OR,Destruye todos los pelotones enemigos O
All enemy Firearms Squads Retreat,Haz que todos los pelotones de artilleros se retiren
\\N[8] reaches the dungeon staircase,Haz que \\N[8] llegue a las escaleras de la mazmorra
"Seize Blackstone, the Tidereaver Base","Asalta Rocanegra, la base de los Cazamareas"
Seize Crestmoor,Asalta Anclaola
The enemy captures Sandraka Front Base,Evita que el enemigo capture la base del frente de Sandraka
Seize all Objectives,Asalta todos los objetivos
Seize Greywind Shrine,Asalta el santuario de Vientogris
Jules is not defeated in battle,Evita que Jules muera en combate
Survive for 6 turns OR,Sobrevive durante 6 turnos O
Seize all Mines,Asalta todas las minas
Seize Fort Dakur,Asalta el Fuerte Dakur
The enemy captures Ezrum,Evita que el enemigo capture Ezrum
Cause at least 3 Sayunaari squads to Surrender,Haz que al menos 3 pelotones sayunaari se rindan
Seize Sayunaa,Asalta Sayunaa
The enemy captures Fort Dakur,Evita que el enemigo capture el fuerte Dakur
Seize Rimorgue,Asalta Rimorgue
The enemy captures Nephilim Army Base,Evita que el enemigo capture la base del Ejército Nefilim
Destroy no more than 3 Imperial Squads,Acaba con no más de 3 pelotones imperiales
Seize Armitage,Asalta Armitage
Rescue Alex within 10 turns,Rescata a Alex en 10 turnos
Defeat Casamir,Derrota a Casamir
Defeat Lysander,Derrota a Lysander
Defeat Zanatus,Derrota a Zanatus
Capture the Enemy Base,Captura la base del enemigo
Lose 5 or more squads,Evita perder 5 o más pelotones
Home Base is captured,Evita que capturen la base de operaciones
Survive for 30 Rounds OR,Sobrevive durante 30 rondas O
Lose all squads,Evita perder todos los pelotones
Shattered,Destrozado
Shaken,Alterado
Fearful,Temeroso
Fair,Justo
Good,Bien
Excellent,Excelente
Fearless,Temerario
Meteor,Meteorito
"Meteor: Deal 25% of Max HP of all Units in all enemy Squads in a cross-shaped area of effect, cannot damage beyond 75% Max HP lost, does not affect bosses.","Meteorito: Reduce un 25 % de los PS máx. de todas las unidades a todos los pelotones enemigos en una zona con forma de cruz. No puede dañar por debajo del 75 % de PS máx., no afecta a los jefes."
Teleport,Teletransporte
Teleport: Instantly move a friendly Squad to any valid tile within 5 tiles of that Squad’s current location. Does not consume any move points or actions.,Teletransporte: Mueve inmediatamente a un pelotón aliado a cualquier casilla disponible en un rango de 5 casillas desde su ubicación actual. No consume puntos de movimiento ni acciones.
Exemplar,Paradigma
Exemplar: A friendly Squad resists 50% of all damage for one entire player phase + enemy phase. Enemies will always target this Squad.,Paradigma: Permite a un pelotón aliado resistir 50 % de todos los daños durante toda una fase de jugador + fase enemiga. Los enemigos siempre atacarán a este pelotón.
Terror,Terror
Terror: Inflicts massive Morale damage to every enemy Squad within a 3x3 tile area of effect.,Terror: Causa un enorme daño moral a todos los pelotones enemigos en una zona de 3x3 casillas.
Blessing,Bendición
"Blessing: Refresh a friendly Squad, giving them another full turn during the same player phase.",Bendición: Permite que un pelotón aliado tenga otro turno completo durante la misma fase del jugador.
Basic Infantry. Front line warrior who can provide cover. Has the most options for growth into other unit types.,Infantería básica. Guerrero de vanguardia que puede ofrecer cobertura. Puede cambiar a más tipos que cualquier otra unidad.
Fighter,Luchador
"A child dragon with basic fire breath. In time, will mature in a formidable adult.","Un bebé dragón que lanza un aliento de fuego básico. Con el tiempo, se convertirá en un formidable adulto."
Drakeling,Draco
"A young adult dragon, breathes fire in a wide swath. Can specialize into more advanced dragons.",Un joven dragón que lanza fuego en una amplia franja. Se puede especializar en dragones más avanzados.
Dragon,Dragón
A mature dragon specializing in powerful fire breath. May learn how to become a Red Dragon Rider.,Un dragón maduro que cuenta con un poderoso aliento de fuego. Puede evolucionar en un dragonarca rojo.
Red Dragon,Dragón rojo
A mature dragon specializing in powerful lightning breath. May learn how to become a Blue Dragon Rider.,Un dragón maduro que cuenta con un poderoso aliento de rayo. Puede evolucionar en un dragonarca azul.
Blue Dragon,Dragón azul
A mature dragon specializing in powerful ice breath. May learn how to become a Silver Dragon Rider.,Un dragón maduro que cuenta con un poderoso aliento de hielo. Puede evolucionar en un dragonarca plateado.
Silv. Dragon,Dragón plateado
"The ultimate evolution of the Red Dragon, it can now take to the skies and deliver devastating fire breath.",La evolución definitiva del dragón rojo. Puede surcar los cielos y lanzar un aliento de fuego devastador.
Red D.Rider,Dragonarca rojo
"The ultimate evolution of the Blue Dragon, it can now take to the skies and deliver devastating lightning breath.",La evolución definitiva del dragón azul. Puede surcar los cielos y lanzar un aliento de rayo devastador.
Blue D.Rider,Dragonarca azul
"The ultimate evolution of the Silver Dragon, it can now take to the skies and deliver devastating ice breath.",La evolución definitiva del dragón plateado. Puede surcar los cielos y lanzar un aliento de hielo devastador.
Silv. D.Rider,Dragonarca plateado
"Basic Infantry. Can be part of a Light Squad, who specialize in rough terrain and ambushes.",Infantería básica. Puede formar parte de un pelotón ligero y se especializa en terrenos accidentados y emboscadas.
Militia,Miliciano
Basic Archery unit. Can attack from 2 tiles away.,Unidad arquera básica. Puede atacar desde 2 casillas de distancia.
Bowman,Saetero
Basic Support unit. Able to provide healing in and out of battle.,Unidad arquera básica. Puede curar dentro y fuera del combate.
Medic,Curandera
"Front line Heavy Infantry. Heavily armored, and protects back lines with Cover.",Infantería pesada de vanguardia. Cuentan con una férrea armadura y pueden cubrir a quienes están en la retaguardia.
Soldier,Soldado
Front line Heavy Infantry. Polearms are strong against Cavalry.,Infantería pesada de vanguardia. Las lanzas son efectivas contra las unidades de caballería.
Spearman,Lancero
"Basic Heavy Cavalry. Heavily armored, and protects back lines with Cover.",Caballería pesada básica. Cuentan con una férrea armadura y pueden cubrir a quienes están en la retaguardia.
Cavalier,Jinete
Heavy Infantry. Deals Striking damage. Gets a bonus to Magic Defense from a portion of her Armor.,Infantería pesada. Causa un daño contundente. Recibe una ventaja de defensa mágica en función de su armadura.
Skirmisher,Duelista
"Basic Light Cavalry. Can Ambush, and is strong against enemy Cavalry.",Caballería ligera básica. Puede realizar emboscadas y es efectiva contra las unidades de caballería.
Scout,Explorador
"Specialized Light Infantry. On offense, will execute a Stealth attack, striking the back row.","Infantería ligera especializada. Al atacar, realiza un ataque furtivo que golpea por la retaguardia."
Rogue,Pícaro
Standard Archery unit. Can attack from 2 tiles away. Has the potential to upgrade to a class with 3 tile range.,Unidad arquera estándar. Puede atacar desde 2 casillas de distancia. Puede mejorar a una clase con un alcance de 3 casillas.
Archer,Arquero
"Specialized Archery unit. Can attack from 2 tiles away, and gets a bonus against Heavy troops.",Unidad arquera especializada. Puede atacar desde 2 casillas de distancia y tiene una ventaja contra tropas pesadas.
Crossbowman,Ballestero
"Light Cavalry Archer. Can fire from 2 tiles, ambush, and hit-and-run.","Arquero de caballería ligero. Puede disparar desde 2 casillas de distancia, realizar emboscadas y hacer un golpe y fuga."
Horsebow,Arquero montado
"Standard Light Infantry. Very strong attack, but sacrifices almost all defense.","Infantería ligera estándar. Asesta ataques fuertes, pero cuenta con muy poca defensa."
Swordfighter,Espadachina
Basic Magician unit. Launches a Fire elemental magic attack with a small area effect.,Unidad mágica básica. Lanza un conjuro de fuego en una pequeña zona.
Apprentice,Aprendiz
"Standard Support unit. Able to provide healing in and out of battle, with much greater ability than the Medic.","Unidad de apoyo estándar. Puede curar dentro y fuera del combate, mucho más que las curanderas."
Priestess,Sacerdotisa
Specialized Magician unit. Launches a Dark elemental magic attack that has a chance to stun and/or daze the target.,Unidad mágica especializada. Lanza un conjuro de oscuridad que puede aturdir o marear al objetivo.
Siren,Sirena
Powerhouse defensive Heavy Infantry. Uses a polearm and has a special defense against Firearms attacks.,Infantería pesada fuertemente defensiva. Usa una lanza y cuenta con defensa especial contra los artilleros.
Sentinel,Centinela
Powerhouse Heavy Infantry. Executes a double-attack against a single enemy.,Infantería pesada y fuerte. Asesta un doble ataque contra un solo enemigo.
Champion,Campeón
"Specialized Heavy Infantry. Attack hits a wide-arc, striking the units adjacent to the target in the same row.","Infantería pesada especializada. Ataca en una amplia zona, golpeando a las unidades adyacentes al objetivo de la misma fila."
Zweihander,Adalid
"Specialized Heavy Infantry. The ultimate Polearm attacker, whose attacks strike the units behind the target.","Infantería pesada especializada. El lancero definitivo, cuyos ataques golpean a las unidades que estén detrás de su objetivo."
Centurion,Centurión
Versatile Heavy Infantry. Possesses the Polearm skill of a Spearman with the bow attacks of an Archer. 35% More base Evasion than other Heavy classes.,Infantería pesada versátil. Cuentan con la habilidad de un lancero y un arquero juntos. +35 % de evasión básica que otras clases pesadas.
Samurai,Samurái
"Specialized Heavy Infantry. Deals Striking damage. Gets a bonus to Magic Defense from a portion of her Armor, and deals extra damage to Magicians. Can heal self or ally under 50% HP once per battle.",Infantería pesada especializada. Causa un daño contundente. Recibe una ventaja de defensa mágica en función de su armadura y causa daño extra a los magos. Puede curarse a sí mismo o a un aliado que tenga menos del 50 % de PS una vez por combate.
Paladin,Paladina
Powerhouse Heavy Cavalry. Has a special defense against Archery attacks.,Caballería pesada y fuerte. Cuenta con defensa especial contra los arqueros.
Knight,Caballero
"Versatile Heavy Cavalry. Brings the healing ability of the Hospitaller, but can now attack in battle and execute Charge attacks.","Caballería pesada versátil. Cuenta con las dotes curativas de las hospitalarias, pero puede atacar en combate y asestar cargas ofensivas."
Valkyrie,Valquiria
"Specialized Light Infantry. Can Ambush, and gets a significant SKL bonus while fighting in Rough terrain, and can fire a precision bolt.","Infantería ligera especializada. Puede realizar emboscadas, recibe una ventaja de HAB significativa al luchar en terreno accidentado y puede disparar flechas con precisión."
Ranger,Montaraz
"Specialized Light Infantry. On offense, will execute a Stealth attack, striking the back row, with much greater ability than the Rogue.","Infantería ligera especializada. Al atacar, realiza un ataque furtivo que golpea por la retaguardia con mucha mayor destreza que un pícaro."
Assassin,Asesino
"Powerhouse Light Cavalry. Can Ambush, and is strong against enemy Cavalry, with much greater ability than the Scout.",Caballería ligera y fuerte. Puede realizar emboscadas y es mucho más efectiva contra las unidades de caballería que un explorador.
Hussar,Húsar
Powerhouse Archery unit. Can attack from up to 3 tiles away.,Unidad arquera y fuerte. Puede atacar desde un máximo de 3 casillas de distancia.
Warbow,Arquero bélico
"Powerhouse Light Cavalry Archer. Can fire from 2 tiles, ambush, and hit-and-run, with much greater ability than the Horsebow.","Arquero de caballería ligero y fuerte. Puede disparar desde 2 casillas de distancia, realizar emboscadas y hacer un golpe y fuga con mucha más destreza que un arquero montado."
Raider,Saqueador
"Ultimate Support unit. Able to provide healing in and out of battle, with the greatest possible proficiency.",Unidad de apoyo definitiva. Puede curar dentro y fuera del combate con la mayor eficiencia posible.
Templar,Gran templaria
"Specialized Support unit. Able to provide healing in and out of battle, with the mobility of Cavalry.",Unidad de apoyo especializada. Puede curar dentro y fuera del combate con la movilidad de una unidad de caballería.
Powerhouse Magician unit. Launches a powerful Fire elemental magic attack that hits the entire target Row.,Unidad mágica y fuerte. Lanza un potente conjuro de fuego que golpea toda una fila del enemigo.
Fire Mage,Mago de fuego
"Specialized Magician unit. Launches an Ice elemental magic attack that hits a large area of effect, and inflicts Chill on targets.",Unidad mágica especializada. Lanza un conjuro de hielo que golpea una amplia zona y congela a los enemigos.
Ice Mage,Mago de hielo
Powerhouse Magician unit. Launches a powerful Lightning elemental magic attack that hits the entire target Column.,Unidad mágica y fuerte. Lanza un potente conjuro de rayo que golpea toda una columna del enemigo.
Lit.Mage,Mago de rayo
"Specialized Magician unit. Launches a Dark elemental magic attack that hits a large area of effect, with a chance to inflict Stun and Daze.",Unidad mágica especializada. Lanza un conjuro de oscuridad que golpea una amplia zona y puede aturdir o marear a los enemigos.
Sorceress,Hechicera
Standard Firearms unit. Attacks are extremely powerful and bypass almost all Armor.,Unidad de artillería estándar. Sus ataques son tremendamente poderosos e ignorar casi todas las armaduras.
Gunner,Artillero
Specialized Firearms unit. Attacks are extremely powerful and bypass almost all Armor. Has the mobility of Cavalry.,Unidad de artillería especializada. Sus ataques son tremendamente poderosos e ignorar casi todas las armaduras. Puede moverse como una unidad de caballería.
Dragoon,Arcabucero
Specialized Firearms unit. Can only attack on offense. Launches a powerful barrage from up to 3 tiles away.,Unidad de artillería especializada. Solo puede atacar en la fase del jugador. Lanza una potente salva a un máximo de 3 casillas de distancia.
S. Cannon,Cañonero
Powerhouse offensive Light Infantry. Executes a powerful double-attack.,Infantería ligera fuertemente ofensiva. Asesta un poderoso ataque doble.
Swordmaster,Esgrimidora
Powerhouse offensive Light Infantry. Executes a powerful double-attack. Attacks with a bow at 2+ range.,Infantería ligera fuertemente ofensiva. Asesta un poderoso ataque doble. Puede disparar un arco a 2 o más casillas de distancia.
Blademaster,Gran espadachín
Diana's empowered form.,Forma potenciada de Diana.
Titan,Titán
"Diana's smaller form, with the same abilities as the Titan.",Forma básica de Diana con las mismas habilidades que un titán.
What would I do if I abandon my destiny?,¿Qué haría si abandono mi destino?
You're not getting rid of me that easily.,No te librarás de mí tan fácilmente.
"Hey, come on! I never abandon my friends.","¡Eh, vamos! Nunca abandonaré a mis amigos."
"No, not again... let me prove myself to you!","No, otra vez no... ¡Déjame demostrarte lo que valgo!"
Early retirement ain't for me quite yet.,Retirarme antes de tiempo no va conmigo.
"Yeah, right. What would you do without this face?","Sí, claro. ¿Querías sin esta bonita cara?"
I will die long before considering surrender.,Prefiero morir mucho antes que rendirme.
What... why? Don't leave me alone out here!,¿Qué? ¿Por qué? ¡No me dejes por mi cuenta ahí fuera!
You must realize our fates are inexorably linked.,Debes haberte percatado de que nuestros destinos están conectados.
I have worked far too hard to quit now.,Me he esforzado demasiado como para rendirme ahora.
Raskuja is to be fulfilling his contract.,Raskuja querer cumplir su contrato.
The Avatar of Donar finds me unworthy...?,¿El avatar de Donar me considera a su altura?
Ha! Please. You wouldn't want me as an enemy.,"¡Ja, ja! Por favor... No me quieres como enemigo..."
Is this some kind of childish joke?,¿Esto es algún tipo de broma pueril?
All I have left is to kill the demon.,Ya tan solo tengo que matar al demonio.
\\M[tactic_normal.png]Normal Attack,\\M[tactic_normal.png]Ataque normal
"\\M[tactic_normal.png]Normal Attack\\LINEBalanced attack, no special bonuses or penalties",\\M[tactic_normal.png]Ataque normal\\LINEAtaque equilibrado sin ventajas ni penalizaciones
"\\M[tactic_normal.png]Normal Attack\\LINEBalanced attack, no special bonuses or penalties.",\\M[tactic_normal.png]Ataque normal\\LINEAtaque equilibrado sin ventajas ni penalizaciones
\\M[tactic_forcesurrender.png]Force Surrender,\\M[tactic_forcesurrender.png]Obligar a rendirse
"\\M[tactic_forcesurrender.png]Force Surrender\\LINEAttempt to negotiate a surrender.  If the attempt fails, enter combat and lose your first turn in the next combat while taking 15% additional damage on first turn.  Enemies defeated in next combat have chance to surrender.","\\M[tactic_forcesurrender.png]Obligar a rendirse\\LINETrata de negociar una rendición.  Si el intento falla, entrarás en combate y perderás tu primer turno, además de recibir un 15 % más de daño en dicho turno.  Los enemigos que derrotes en el siguiente combate tendrán la posibilidad de rendirse."
"\\M[tactic_forcesurrender.png]Force Surrender\\LINEAttempt to negotiate a surrender.  If the attempt fails, enter combat and lose your first turn in the next combat.  Enemies defeated in next combat have chance to surrender.","\\M[tactic_forcesurrender.png]Obligar a rendirse\\LINETrata de negociar una rendición.  Si el intento falla, entrarás en combate y perderás tu primer turno.  Los enemigos que derrotes en el siguiente combate tendrán la posibilidad de rendirse."
\\M[tactic_cautious.png]Cautious,\\M[tactic_cautious.png]Prudencia
\\M[tactic_cautious.png]Cautious\\LINESpread damage between targets as much as possible.  Deal -15% and take -25% damage until the start of next Player Phase.,\\M[tactic_cautious.png]Prudencia\\LINEReparte el daño entre los objetivos el máximo posible.  Causarás 15 % de daño y sufrirás -25 % de daño hasta el comienzo de la siguiente fase de jugador.
\\M[tactic_cautious.png]Cautious\\LINESpread damage between targets as much as possible.  Deal -15% and take -35% damage until the start of next Player Phase.,\\M[tactic_cautious.png]Prudencia\\LINEReparte el daño entre los objetivos el máximo posible.  Causarás 15 % de daño y sufrirás -35 % de daño hasta el comienzo de la siguiente fase de jugador.
\\M[tactic_aggressive.png]Aggressive,\\M[tactic_aggressive.png]Ataque despiadado
\\M[tactic_aggressive.png]Aggressive\\LINETarget weak and low HP enemies.  Deal +15% damage and take +35% damage until the start of next Player Phase.,\\M[tactic_aggressive.png]Ataque despiadado\\LINEAtaca a los enemigos débiles y con menos PS.  Causarás +15 % de daño y sufrirás +35 % de daño hasta el comienzo de la siguiente fase de jugador.
\\M[tactic_aggressive.png]Aggressive\\LINETarget weak and low HP enemies.  Deal +25% damage and take +35% damage until the start of next Player Phase.,\\M[tactic_aggressive.png]Ataque despiadado\\LINEAtaca a los enemigos débiles y con menos PS.  Causarás +25 % de daño y sufrirás +35 % de daño hasta el comienzo de la siguiente fase de jugador.
\\M[tactic_leader.png]Target Leader,\\M[tactic_leader.png]Apuntar a líder
"\\M[tactic_leader.png]Target Leader\\LINEAttack Leader or anyone blocking Leader.  +35% hit rate, -25% evasion until the start of next Player Phase.","\\M[tactic_leader.png]Apuntar a líder\\LINEAtaca al líder o a cualquier unidad que lo bloquee. +35 % de precisión, -25 % de evasión hasta la siguiente fase de jugador."
"\\M[tactic_leader.png]Target Leader\\LINEAttack Leader or anyone blocking Leader.  +35% hit rate, -10% evasion until the start of next Player Phase.","\\M[tactic_leader.png]Apuntar a líder\\LINEAtaca al líder o a cualquier unidad que lo bloquee. +35 % de precisión, -10 % de evasión hasta la siguiente fase de jugador."
\\M[tactic_normal.png]Balanced,\\M[tactic_normal.png]Ataque equilibrado
Buy,Comprar
OR,O
Sell,Vender
Info,Detalles
Owned,Tienes
Buying: ,Comprar: 
Selling: ,Vender: 
+2 Squad Capacity,+2 capacidad pelotón
-25% Dark Resist,-25 % resistencia a oscuridad
"Leader gets extra turn, followers deal","El líder gana un turno extra, acuerdo de seguidores"
 , 
-25% damage,25 % de daño
+25% Damage dealt to larger Squads,+25 % daño a pelotones grandes
-25% Damage dealt to smaller Squads,-25 % daño a pelotones pequeños
+5% Evasion,+5 % evasión
+50% Damage to Dragons,+50 % daño a dragones
+15% Damage to Cavalry,+15 % daño a caballería
+10% Dark Resist,+10 % resistencia a oscuridad
-100% Magic,-100 % magia
Squad can Ambush,Pelotón puede emboscar
+25% Damage dealt to Boss Squads,+25 % daño a pelotones de jefes
Only applies to Human targets,Solo a humanos
+20% Healing Power in combat,+20 % cura en combate
+15% Hit Rate,+15 % precisión
+5 Squad Capacity,+5 capacidad pelotón
Archery attacks bypass wall and,Flechas ignorar defensas de
woods defenses,murallas y bosques
Squad deals +20% damage when,Pelotón causa +20 % de daño al
attacking from wall to non-wall,atacar desde muralla a no muralla
+10% Out of combat Healing Power,+10 % cura fuera de combate
+25% Dark Resist,+25 % resistencia a oscuridad
+3 Squad Capacity,+3 capacidad pelotón
-15% damage taken on defense,-15 % daño sufrido en defensa
No movement penalty in Woods,Sin penalización mov. en bosques
+3% Evasion,+3 % evasión
-25% damage taken from Swords,-25 % daño sufrido por espadas
-35% Damage taken from Archery,-35 % daño sufrido por arqueros
-35% Damage taken from Firearms,-35 % daño sufrido por artilleros
-10% Damage taken from Dragons,-10 % daño sufrido por dragones
Gain STR for every point of MAG,Gana FZA por cada punto de MAG
MAG is set to zero,MAG a cero
-15% Damage taken from Firearms,-15 % daño sufrido por artilleros
-15% Damage taken from Archery,-15 % daño sufrido por arqueros
Front row takes -25% damage,Vanguardia sufre -25 % daño
Squad is locked at 'Fearful' Morale,Pelotón con moral «temerosa» fija
Defeated enemies Surrender if able,Enemigos derrotados se rinden si pueden
+7% Evasion,+7 % evasión
Immune to Magical Stun effect,Inmune a aturdir
Melee attackers can attack up walls,Atacantes físicos pueden atacar murallas
Squad is more likely to be attacked,Pelotón más proclive a recibir ataques
"+2 Move Points, but starts with","+2 puntos mov., pero comienza con"
less Morale,menos moral
+4 Squad Capacity,+4 capacidad pelotón
One free heal per battle,Una cura gratis por combate
33% Chance to have a second turn,33 % posib. de segundo turno
5% Hit and Evasion for the entire,5 % precisión y evasión para todo
Army while Squad is deployed,ejército al desplegar pelotón
Gain double XP and CP from combat,Gana doble de EXP y PC en combate
Gain HP from kills,Gana PS al derrotar unidades
Take 10% HP damage per Phase,Recibe 10 % PS daño por fase
Double item drop rate from battles,Doble posib. objetos en combates
Immune to Critical Hits,Inmune a golpes críticos
-1 Squad Movement,-1 movim. pelotón
Always attack first when defending,Siempre ataca primero en defensa
Does not work when being Ambushed,No funciona al recibir emboscada
Only works 3 times per phase,Solo válido 3 veces por fase
Deal +25% damage on defense,Causa +25 % daño en defensa
Greatly reduce chance to be,Reduce bastante posib. recibir
critically hit,golpes críticos
Inflict Chill on enemy Squad,Causa congelación a pelotón
at start of battle,al comienzo del combate
Squad heals 10% each player phase,Pelotón cura 10 % cada fase jugador
Squad ignores enemy defense,Pelotón ignora ventajas defensa
Squad takes no damage from,Pelotón no recibe daño de
hazard tiles,casillas de daño
-25% Fire Damage taken,-15 % daño sufrido por fuego
Squad ignores Zones of Control,Pelotón ignora zonas de control
+10% Evasion,+10 % evasión
Lucky Trait to all units in Squad,Rasgo Afortunado a todo el pelotón
Squad is now Flying movement,Pelotón se mueve volando
Squad Threat is reduced to 0,Amenaza de pelotón a 0
Squad can now move after actions,Pelotón puede moverse tras atacar
post-action move if already Cavalry,Movimiento tras acción si ya es caballería
+50% HP of summoned Undead,+50 % PS zombis invocados
Squad is immune to Stealth Attacks,Pelotón inmune a ataques furtivos
Gain SKL for every point of MAG,Gana HAB por cada punto de MAG
Light Infantry costs -2 Capacity,Infantería ligera -2 capacidad
Cost:,Coste:
Unlock this tech?,¿Desbloquear esto?
Obtain: ,Conseguir: 
Sell For: ,Vender por: 
Set the main volume level,Ajusta el volumen general.
Set the music volume level,Ajusta el volumen de la música.
Set the volume level for sound effects,Ajusta el volumen de los efectos sonoros.
Set the volume for voice clips,Ajusta el volumen de las voces.
Cursor moves quickly on the tactical map,El cursor se mueve rápidamente en el mapa táctico.
Show text all at once,Muestra el texto de los diálogos de golpe.
Enable Tutorials,Activa o desactiva los tutoriales.
Allow mouse navigation,Activa o desactiva la navegación con ratón.
Highlight target tile for mouse navigation,Resalta la casilla de destino al navegar con el ratón.
Toggle Fullscreen,Cambia el tamaño de la pantalla de juego.
Change the difficult level of enemies\NEWLINEThis will affect all enemy stats,Cambia la dificultad de los enemigos.\NEWLINEAfecta a los atributos de todos los enemigos.
Leave the current chapter\NEWLINEProgress will be reset,Abandona el capítulo actual.\NEWLINELos progresos se reiniciarán.
Leave the current chapter\NEWLINEEnemies will respawn,Abandona el capítulo actual.\NEWLINELos enemigos reaparecerán.
Exit the game\NEWLINEUnsaved progress will be lost,Cierra el juego.\NEWLINEPerderás los progresos que no hayas guardado.
Restore settings to default,Restaura los ajustes predeterminados
Set the battle speed,Ajusta la velocidad de los combates.
Toggle viewing battle scene,Elige qué escenas de combate quieres ver.
Non-story characters incapacitated after a mission are lost forever.\NEWLINETheir resources will be refunded.,Perderás a los personajes principales incapacitados tras \NEWLINEuna misión. Recuperarás sus recursos.
"Enables passive XP, CP, and LDR growth for units that are far behind.\NEWLINEApplies to deployed squads for story missions, all units for Arena.","Las unidades que se queden atrás ganarán EXP, PC y LDR de forma pasiva.\NEWLINESe aplica a pelotones desplegados en misiones de historia, todas las unidades en arenas."
Select from preset window size options,Elige el tamaño de la ventana predeterminada
Allows the game client to be resized by using mouse.\NEWLINERequires Restart.,Perite que el cliente de juego se redimensione usando un ratón.\NEWLINETendrás que reiniciar el juego.
Precisely scales pixels at integer multiples.\NEWLINERequires Restart.,Ajusta los píxeles de forma precisa en múltiplos íntegros.\NEWLINETendrás que reiniciar el juego.
"If Integer Scaling is enabled, upscales from the closest integer multiple.\NEWLINERequires Restart","Si activas el ajuste íntegro, se redondeará al múltiplo íntegro más cercano al alza.\NEWLINETendrás que reiniciar el juego."
Uses linear interpolation to upscale in-game images where possible.\NEWLINE(Recommended: Enabled) Requires Restart,Usa interpolación linear para mejorar las imágenes del juego si es posible.\NEWLINE(Recomendado: activar) Tendrás que reiniciar el juego.
Workaround for graphics drivers that don't sync texture access.\NEWLINEUse if letters fail to print sometimes.,Solución para drivers gráficos que no sincronicen acceso a texturas.\NEWLINEUsa esta opción si a veces no ves las letras.
