All enemy Firearms Squads Retreat,すべての敵の火器部隊が撤退する
\\N[8] reaches the dungeon staircase,\\N[8]が地下牢の階段に到達する
"Seize Blackstone, the Tidereaver Base",タイドリーバーの根城、ブラックストーンを占領する
Seize Crestmoor,クレストムーアを占領する
The enemy captures Sandraka Front Base,敵にサンドラカ前線基地を占領される
Seize all Objectives,すべての目標地点を占領する
Seize Greywind Shrine,グレイウィンドの祠を占領する
Jules is not defeated in battle,ジュールスが戦闘で倒されない
Survive for 6 turns OR,6ターン生き残るか、
Seize all Mines,すべての鉱山を占領する
Seize Fort Dakur,ダクール砦を占領する
The enemy captures Ezrum,敵にエズラムを占領される
Cause at least 3 Sayunaari squads to Surrender,3以上のサユナー部隊を降伏させる
Seize Sayunaa,サユナーを占領する
The enemy captures Fort Dakur,敵にダクール砦を占領される
Seize Rimorgue,リモーグを占領する
The enemy captures Nephilim Army Base,敵にネフィリム軍の基地を占領される
Destroy no more than 3 Imperial Squads,帝国の部隊の撃破数を3以下に抑える
Seize Armitage,アーミテージを占領する
Rescue Alex within 10 turns,10ターン以内にアレックスを救出する
Defeat Casamir,カサミールを倒す
Defeat Lysander,ライサンダーを倒す
Defeat Zanatus,ザナトゥスを倒す
Capture the Enemy Base,敵の基地を占領する
Lose 5 or more squads,5つ以上の部隊を失う
Home Base is captured,本拠地を占領される
Survive for 30 Rounds OR,30ターン生き残るか、
Lose all squads,すべての部隊を失う
Shattered,戦意喪失
Shaken,動揺
Fearful,緊張
Fair,普通
Good,良好
Excellent,絶好調
Fearless,意気揚々
Meteor,隕石
"Meteor: Deal 25% of Max HP of all Units in all enemy Squads in a cross-shaped area of effect, cannot damage beyond 75% Max HP lost, does not affect bosses.",隕石: 十字の効果範囲内にあるすべての敵部隊の全ユニットの最大HPの25％のダメージを与える。ただし、敵の最大HPの75％を超過する分のダメージは与えられず、ボスには効果がない。
Teleport,転送
Teleport: Instantly move a friendly Squad to any valid tile within 5 tiles of that Squad’s current location. Does not consume any move points or actions.,転送: 味方の部隊を、現在いる地点から5マス以内の任意の場所に瞬間移動させる。移動ポイントやアクションを消費しない。
Exemplar,堅守
Exemplar: A friendly Squad resists 50% of all damage for one entire player phase + enemy phase. Enemies will always target this Squad.,堅守: 味方の1部隊の1プレーヤーフェイズ + 敵フェイズの間、すべての被ダメージが50％減少する。敵は常にこの部隊をターゲットにする。
Terror,恐怖
Terror: Inflicts massive Morale damage to every enemy Squad within a 3x3 tile area of effect.,恐怖: 3x3タイルの効果範囲内にいるすべての敵部隊の士気に大ダメージを与える。
Blessing,祝福
"Blessing: Refresh a friendly Squad, giving them another full turn during the same player phase.",祝福: 味方の1部隊をリフレッシュし、プレーヤーフェイズ中に再行動できるようにする。
Basic Infantry. Front line warrior who can provide cover. Has the most options for growth into other unit types.,下位歩兵。主に前線に配置され、後方をカバーする。他のユニットタイプへの成長の選択肢が最も多い。
Fighter,ファイター
"A child dragon with basic fire breath. In time, will mature in a formidable adult.",小さな炎を吐く子供のドラゴン。やがて、恐るべき成獣へと成長する。
Drakeling,ドラケリング
"A young adult dragon, breathes fire in a wide swath. Can specialize into more advanced dragons.",若い大人のドラゴン。怒りと共に炎を吐く。さらに上位のドラゴンへと成長する。
Dragon,ドラゴン
A mature dragon specializing in powerful fire breath. May learn how to become a Red Dragon Rider.,強力な炎を吐く成熟したドラゴン。調教すればレッドドラゴンライダーになれるかもしれない。
Red Dragon,レッドドラゴン
A mature dragon specializing in powerful lightning breath. May learn how to become a Blue Dragon Rider.,強力な雷を吐く成熟したドラゴン。調教すればブルードラゴンライダーになれるかもしれない。
Blue Dragon,ブルードラゴン
A mature dragon specializing in powerful ice breath. May learn how to become a Silver Dragon Rider.,強力な氷を吐く成熟したドラゴン。調教すればシルバードラゴンライダーになれるかもしれない。
Silv. Dragon,シルバードラゴン
"The ultimate evolution of the Red Dragon, it can now take to the skies and deliver devastating fire breath.",レッドドラゴンの究極の進化形であるこのユニットは、空を飛び、超強力なファイアブレスを放つことができる。
Red D.Rider,レッドドラゴンライダー
"The ultimate evolution of the Blue Dragon, it can now take to the skies and deliver devastating lightning breath.",ブルードラゴンの究極の進化形であるこのユニットは、空を飛び、超強力なライトニングブレスを放つことができる。
Blue D.Rider,ブルードラゴンライダー
"The ultimate evolution of the Silver Dragon, it can now take to the skies and deliver devastating ice breath.",シルバードラゴンの究極の進化形であるこのユニットは、空を飛び、超強力なアイスブレスを放つことができる。
Silv. D.Rider,シルバードラゴンライダー
"Basic Infantry. Can be part of a Light Squad, who specialize in rough terrain and ambushes.",下位歩兵。荒い地形と奇襲を得意とする軽量歩兵。
Militia,ミリティア
Basic Archery unit. Can attack from 2 tiles away.,下位弓兵。2マス離れた位置から攻撃できる。
Bowman,ボウマン
Basic Support unit. Able to provide healing in and out of battle.,下位サポートユニット。戦場でヒーリングを行う。
Medic,メディック
"Front line Heavy Infantry. Heavily armored, and protects back lines with Cover.",前線重装歩兵。重々しく武装し、後衛ユニットを守る。
Soldier,ソルジャー
Front line Heavy Infantry. Polearms are strong against Cavalry.,前線重装歩兵。槍使いは対騎兵戦で大いに力を発揮する。
Spearman,スピアマン
"Basic Heavy Cavalry. Heavily armored, and protects back lines with Cover.",下位重装騎兵。重々しく武装し、後衛ユニットを守る。
Cavalier,キャバリアー
Heavy Infantry. Deals Striking damage. Gets a bonus to Magic Defense from a portion of her Armor.,重装歩兵。打撃でダメージを与える。装甲の一部から魔法防御ボーナスを得る。
Skirmisher,スカーミッシャー
"Basic Light Cavalry. Can Ambush, and is strong against enemy Cavalry.",下位軽装騎兵。奇襲ができ、騎兵に強い。
Scout,スカウト
"Specialized Light Infantry. On offense, will execute a Stealth attack, striking the back row.",特殊軽装歩兵。攻撃側の時、ステルス攻撃を行い、後列を襲う。
Rogue,ローグ
Standard Archery unit. Can attack from 2 tiles away. Has the potential to upgrade to a class with 3 tile range.,中位弓兵。2マス離れた位置から攻撃できる。3マス射程のクラスにアップグレードできることもできる。
Archer,アーチャー
"Specialized Archery unit. Can attack from 2 tiles away, and gets a bonus against Heavy troops.",特殊弓兵。2マス離れた位置から攻撃できる。重装ユニットとの戦闘でより力を発揮する。
Crossbowman,クロスボウマン
"Light Cavalry Archer. Can fire from 2 tiles, ambush, and hit-and-run.",軽装騎弓兵。2マス離れた位置から攻撃できる。奇襲とヒット・エンド・ランも可能。
Horsebow,ホースボウ
"Standard Light Infantry. Very strong attack, but sacrifices almost all defense.",中位軽装歩兵。絶大な攻撃力を誇るが、それと引き換えに防御性能を犠牲にしている。
Swordfighter,ソードファイター
Basic Magician unit. Launches a Fire elemental magic attack with a small area effect.,下位魔法使い。小範囲を攻撃する火の魔法を繰り出す。
Apprentice,アプレンティス
"Standard Support unit. Able to provide healing in and out of battle, with much greater ability than the Medic.",中位サポートユニット。メディックよりもはるかに優れた能力を持ち、戦場でヒーリングを行う。
Priestess,プリースト
Specialized Magician unit. Launches a Dark elemental magic attack that has a chance to stun and/or daze the target.,特殊魔法使いユニット。ターゲットをスタンおよび/または放心させる闇の魔法を放つ。
Siren,セイレーン
Powerhouse defensive Heavy Infantry. Uses a polearm and has a special defense against Firearms attacks.,上位守備型重装歩兵。槍を使い、火器に対する高い防御性能を備える。
Sentinel,センチネル
Powerhouse Heavy Infantry. Executes a double-attack against a single enemy.,上位重装歩兵。単体の敵に対してダブル攻撃を仕掛ける。
Champion,チャンピオン
"Specialized Heavy Infantry. Attack hits a wide-arc, striking the units adjacent to the target in the same row.",特殊重装歩兵。攻撃は横に広がり、同じ列のターゲットに隣接するユニットを攻撃する。
Zweihander,ツヴァイヘンダー
"Specialized Heavy Infantry. The ultimate Polearm attacker, whose attacks strike the units behind the target.",特殊重装歩兵。ターゲットの後ろのユニットも攻撃する究極の槍使い。
Centurion,センチュリオン
Versatile Heavy Infantry. Possesses the Polearm skill of a Spearman with the bow attacks of an Archer. 35% More base Evasion than other Heavy classes.,多機能重装歩兵。アーチャーの弓攻撃とスピアマンの槍攻撃のスキルを併せ持つ。他の重装歩兵クラスよりも基本回避率が35％高い。
Samurai,サムライ
"Specialized Heavy Infantry. Deals Striking damage. Gets a bonus to Magic Defense from a portion of her Armor, and deals extra damage to Magicians. Can heal self or ally under 50% HP once per battle.",特殊重装歩兵。打撃でダメージを与える。装甲の一部から魔法防御ボーナスを得て、魔法使いに追加ダメージを与える。1回の戦闘で1回、自身または味方をHP50％以下の状態から回復する。
Paladin,パラディン
Powerhouse Heavy Cavalry. Has a special defense against Archery attacks.,上位重装騎兵。弓攻撃に対して特殊な防御を持つ。
Knight,ナイト
"Versatile Heavy Cavalry. Brings the healing ability of the Hospitaller, but can now attack in battle and execute Charge attacks.",多機能重装騎兵。ホスピタラーの回復能力を持ちながら、戦闘では攻撃および突撃攻撃が行える。
Valkyrie,ヴァルキリー
"Specialized Light Infantry. Can Ambush, and gets a significant SKL bonus while fighting in Rough terrain, and can fire a precision bolt.",特殊軽装歩兵。奇襲が可能で、荒い地形での戦闘する時、SKLが大幅に上がり、正確な一撃を放つ。
Ranger,レンジャー
"Specialized Light Infantry. On offense, will execute a Stealth attack, striking the back row, with much greater ability than the Rogue.",特殊軽装歩兵。攻撃側の時、ステルス攻撃を行い、後列を襲う。ローグよりもはるかに高いステータスを持つ。
Assassin,アサシン
"Powerhouse Light Cavalry. Can Ambush, and is strong against enemy Cavalry, with much greater ability than the Scout.",上位軽装騎兵。奇襲でき、敵の騎兵に強く、スカウトよりもはるかに優れたステータスを持つ。
Hussar,ハッサー
Powerhouse Archery unit. Can attack from up to 3 tiles away.,上位弓兵。3マス離れた位置から攻撃できる。
Warbow,ウォーボウ
"Powerhouse Light Cavalry Archer. Can fire from 2 tiles, ambush, and hit-and-run, with much greater ability than the Horsebow.",上位軽装騎弓兵。2マスから離れた位置からの射撃、奇襲、ヒット・エンド・ランが可能で、ホースボウよりもはるかに優れたステータスを持つ。
Raider,レイダー
"Ultimate Support unit. Able to provide healing in and out of battle, with the greatest possible proficiency.",最高位サポートユニット。最高クラスの能力を持ち、戦場でヒーリングを行う。
Templar,テンプラー
"Specialized Support unit. Able to provide healing in and out of battle, with the mobility of Cavalry.",特殊サポートユニット。騎兵の機動力を持ちつつ、戦場でヒーリングを行う。
Powerhouse Magician unit. Launches a powerful Fire elemental magic attack that hits the entire target Row.,強力な魔法使いユニット横一列に強力な火の魔法を放つ。
Fire Mage,ファイアメイジ
"Specialized Magician unit. Launches an Ice elemental magic attack that hits a large area of effect, and inflicts Chill on targets.",特殊魔法使いユニット。広範囲に強力な氷の魔法を放ち、敵を凍結状態にする。
Ice Mage,アイスメイジ
Powerhouse Magician unit. Launches a powerful Lightning elemental magic attack that hits the entire target Column.,強力な魔法使いユニット縦一列に強力な雷の魔法を放つ。
Lit.Mage,ライトニングメイジ
"Specialized Magician unit. Launches a Dark elemental magic attack that hits a large area of effect, with a chance to inflict Stun and Daze.",特殊魔法使いユニット。広範囲に闇魔法を放ち、一定確率でスタンおよび放心状態にする。
Sorceress,ソーサレス
Standard Firearms unit. Attacks are extremely powerful and bypass almost all Armor.,中位火器ユニット。その攻撃は非常に強力で、ほぼすべての装甲を無視する。
Gunner,ガンナー
Specialized Firearms unit. Attacks are extremely powerful and bypass almost all Armor. Has the mobility of Cavalry.,特殊火器ユニット。その攻撃は非常に強力で、ほぼすべての装甲を無視する。騎兵の機動力を併せ持つ。
Dragoon,ドラグーン
Specialized Firearms unit. Can only attack on offense. Launches a powerful barrage from up to 3 tiles away.,特殊火器ユニット。自軍ターンの時のみ攻撃可能。最大3マス離れた位置から強力な大砲を発射する。
S. Cannon,シージキャノン
Powerhouse offensive Light Infantry. Executes a powerful double-attack.,上位攻撃型軽装歩兵。強力なダブル攻撃を放つ。
Swordmaster,ソードマスター
Powerhouse offensive Light Infantry. Executes a powerful double-attack. Attacks with a bow at 2+ range.,上位攻撃型軽装歩兵。強力なダブル攻撃を放つ。2マス離れている場合は弓で攻撃する。
Blademaster,ブレードマスター
Diana's empowered form.,ダイアナの覚醒形態。
Titan,タイタン
"Diana's smaller form, with the same abilities as the Titan.",タイタンと同じ能力を持つダイアナの小形態。
What would I do if I abandon my destiny?,運命を投げ出してはいけない。
You're not getting rid of me that easily.,ここでやめるわけにはいかないぜ。
"Hey, come on! I never abandon my friends.",仲間を見捨てろって言うのかい？
"No, not again... let me prove myself to you!",もう一度だけ...力を証明するチャンスをちょうだい！
Early retirement ain't for me quite yet.,俺の人生に引退の二文字はねえ。
"Yeah, right. What would you do without this face?",おいおい、俺様なしで何ができるってんだい？
I will die long before considering surrender.,戦うのをやめるなら、死んだ方がマシだ。
What... why? Don't leave me alone out here!,ど...どうして？私を置いていかないで！
You must realize our fates are inexorably linked.,我々の運命は切っても切れない関係にあるのだ。
I have worked far too hard to quit now.,今更あきらめるわけにはいかないわ。
Raskuja is to be fulfilling his contract.,ラスクージャ、最後まで契約果たす。
The Avatar of Donar finds me unworthy...?,ドナーよ、私を見捨てないでおくれ。
Ha! Please. You wouldn't want me as an enemy.,ええ？私を敵に回したいわけ？
Is this some kind of childish joke?,それは冗談で言っているのか？
All I have left is to kill the demon.,まだ最後の敵を倒していない。
\\M[tactic_normal.png]Normal Attack,\\M[tactic_normal.png]通常攻撃
"\\M[tactic_normal.png]Normal Attack\\LINEBalanced attack, no special bonuses or penalties",\\M[tactic_normal.png]通常攻撃\\LINEバランスの取れた攻撃、特殊なボーナスやペナルティなし
"\\M[tactic_normal.png]Normal Attack\\LINEBalanced attack, no special bonuses or penalties.",\\M[tactic_normal.png]通常攻撃\\LINEバランスの取れた攻撃、特殊なボーナスやペナルティなし。
\\M[tactic_forcesurrender.png]Force Surrender,\\M[tactic_forcesurrender.png]強制降伏
"\\M[tactic_forcesurrender.png]Force Surrender\\LINEAttempt to negotiate a surrender.  If the attempt fails, enter combat and lose your first turn in the next combat while taking 15% additional damage on first turn.  Enemies defeated in next combat have chance to surrender.",\\M[tactic_forcesurrender.png]強制降伏\\LINE降伏を勧告する。 失敗した場合、戦闘に入り、戦闘の最初のターンを失う上に、15％の追加ダメージを受ける。 次の戦闘で負けた敵は、降伏する可能性がある。
"\\M[tactic_forcesurrender.png]Force Surrender\\LINEAttempt to negotiate a surrender.  If the attempt fails, enter combat and lose your first turn in the next combat.  Enemies defeated in next combat have chance to surrender.",\\M[tactic_forcesurrender.png]強制降伏\\LINE降伏を勧告する。 失敗した場合、戦闘に入り、次の戦闘の最初のターンを失う。 次の戦闘で負けた敵は、降伏する可能性がある。
\\M[tactic_cautious.png]Cautious,\\M[tactic_cautious.png]慎重
\\M[tactic_cautious.png]Cautious\\LINESpread damage between targets as much as possible.  Deal -15% and take -25% damage until the start of next Player Phase.,\\M[tactic_cautious.png]慎重\\LINE可能な限りターゲット間でダメージを分散させる。 次のプレーヤーフェイズ開始まで、与ダメージ -15％、被ダメージ -25％。
\\M[tactic_cautious.png]Cautious\\LINESpread damage between targets as much as possible.  Deal -15% and take -35% damage until the start of next Player Phase.,\\M[tactic_cautious.png]慎重\\LINE可能な限りターゲット間でダメージを分散させる。 次のプレーヤーフェイズ開始まで、与ダメージ -15％、被ダメージ -35％。
\\M[tactic_aggressive.png]Aggressive,\\M[tactic_aggressive.png]穴狙い
\\M[tactic_aggressive.png]Aggressive\\LINETarget weak and low HP enemies.  Deal +15% damage and take +35% damage until the start of next Player Phase.,\M[tactic_aggressive.png]穴狙い\\LINE弱くHPが低い敵を狙う。 次のプレーヤーフェイズ開始まで、与ダメージ +15％、被ダメージ +35％。
\\M[tactic_aggressive.png]Aggressive\\LINETarget weak and low HP enemies.  Deal +25% damage and take +35% damage until the start of next Player Phase.,\M[tactic_aggressive.png]穴狙い\\LINE弱くHPが低い敵を狙う。 次のプレーヤーフェイズ開始まで、与ダメージ +25％、被ダメージ +35％。
\\M[tactic_leader.png]Target Leader,\\M[tactic_leader.png]リーダー狙い
"\\M[tactic_leader.png]Target Leader\\LINEAttack Leader or anyone blocking Leader.  +35% hit rate, -25% evasion until the start of next Player Phase.",\M[tactic_leader.png]リーダー狙い\\LINEリーダーまたはリーダーをブロックしているユニットを攻撃する。次のプレーヤーフェイズ開始まで、命中率 +35％、回避率 -25％。
"\\M[tactic_leader.png]Target Leader\\LINEAttack Leader or anyone blocking Leader.  +35% hit rate, -10% evasion until the start of next Player Phase.",\M[tactic_leader.png]リーダー狙い\\LINEリーダーまたはリーダーをブロックしているユニットを攻撃する。次のプレーヤーフェイズ開始まで、命中率 +35％、回避率 -10％。
\\M[tactic_normal.png]Balanced,\\M[tactic_normal.png]バランスの取れた攻撃。
Buy,買う
OR,または
Sell,売る
Info,情報
Owned,所持数
Buying: ,購入: 
Selling: ,売却: 
+2 Squad Capacity,部隊キャパシティ +2
-25% Dark Resist,闇耐性 -25％
"Leader gets extra turn, followers deal",リーダーは追加のターンを獲得し、部下は
 , 
-25% damage,与ダメージ -25％
+25% Damage dealt to larger Squads,大規模部隊へのダメージ +25％
-25% Damage dealt to smaller Squads,小規模部隊へのダメージ -25％
+5% Evasion,回避率 +5％
+50% Damage to Dragons,ドラゴンへのダメージ +50％
+15% Damage to Cavalry,騎兵へのダメージ +15％
+10% Dark Resist,闇耐性 +10％
-100% Magic,魔法 -100％
Squad can Ambush,部隊は奇襲できる
+25% Damage dealt to Boss Squads,ボス部隊へのダメージ +25％
Only applies to Human targets,人間のターゲットにのみ適用
+20% Healing Power in combat,戦闘時のヒーリング効果 +20％
+15% Hit Rate,命中率 +15％
+5 Squad Capacity,部隊キャパシティ +5
Archery attacks bypass wall and,弓攻撃は
woods defenses,壁と森を無視する
Squad deals +20% damage when,壁の上から下へ攻撃する時、
attacking from wall to non-wall,部隊の与ダメージ +20％
+10% Out of combat Healing Power,戦闘外のヒーリング効果 +10％
+25% Dark Resist,闇耐性 +25％
+3 Squad Capacity,部隊キャパシティ +3
-15% damage taken on defense,守備側の時、被ダメージ -15％
No movement penalty in Woods,森の移動ペナルティなし
+3% Evasion,回避率 +3％
-25% damage taken from Swords,剣の被ダメージ -25％
-35% Damage taken from Archery,弓の被ダメージ -35％
-35% Damage taken from Firearms,火器の被ダメージ -35％
-10% Damage taken from Dragons,ドラゴンからの被ダメージ -10％
Gain STR for every point of MAG,MAGのポイント分STRを獲得
MAG is set to zero,MAGがゼロになる
-15% Damage taken from Firearms,火器の被ダメージ -15％
-15% Damage taken from Archery,弓の被ダメージ -15％
Front row takes -25% damage,前線の被ダメージ -25％
Squad is locked at 'Fearful' Morale,部隊の士気が「緊張」で固定される
Defeated enemies Surrender if able,敗北した敵は、可能なら降伏する
+7% Evasion,回避率 +7％
Immune to Magical Stun effect,魔法によるスタンを無効化
Melee attackers can attack up walls,近接攻撃ユニットは壁の上を攻撃可
Squad is more likely to be attacked,この部隊が攻撃される可能性が上がる
"+2 Move Points, but starts with",移動力 +2、
less Morale,しかし士気は低下
+4 Squad Capacity,部隊キャパシティ +4
One free heal per battle,戦闘ごとに1回の無償ヒーリング
33% Chance to have a second turn,再行動の可能性33％
5% Hit and Evasion for the entire,全部隊の
Army while Squad is deployed,命中と回避 +5％
Gain double XP and CP from combat,戦闘で獲得するXPとCPが2倍に
Gain HP from kills,敵を倒すとHP回復
Take 10% HP damage per Phase,フェイズごとに10％のHPダメージ
Double item drop rate from battles,戦闘でのアイテムドロップ率2倍
Immune to Critical Hits,クリティカルヒットを受けない
-1 Squad Movement,部隊の移動力 -1
Always attack first when defending,守備側の時、常に先制攻撃する
Does not work when being Ambushed,奇襲された時は無効
Only works 3 times per phase,フェイズごとに3回のみ有効
Deal +25% damage on defense,守備側の時、与ダメージ +25％
Greatly reduce chance to be,クリティカルヒット率を
critically hit,大幅に減少させる
Inflict Chill on enemy Squad,戦闘開始時
at start of battle,敵部隊を凍結状態にする
Squad heals 10% each player phase,部隊はプレーヤーフェイズごとに10％回復する
Squad ignores enemy defense,部隊は敵の壁や砦による
Squad takes no damage from,部隊はダメージ床から
hazard tiles,ダメージを受けなくなる
-25% Fire Damage taken,炎の被ダメージ -25％
Squad ignores Zones of Control,部隊は支配領域を無視する
+10% Evasion,回避率 +10％
Lucky Trait to all units in Squad,部隊の全ユニットに強運の特性がつく
Squad is now Flying movement,部隊の移動タイプが「飛行」になる
Squad Threat is reduced to 0,部隊の脅威が0になる
Squad can now move after actions,部隊はアクションの後に移動可能になる
post-action move if already Cavalry,すでに騎兵なら、アクション後移動
+50% HP of summoned Undead,召喚したアンデッドのHP +50％
Squad is immune to Stealth Attacks,部隊はステルス攻撃を受けなくなる
Gain SKL for every point of MAG,MAGのポイント分SKLを獲得
Light Infantry costs -2 Capacity,軽装歩兵のキャパシティ -2
Cost:,コスト:
Unlock this tech?,この技術をアンロックしますか？
Obtain: ,獲得: 
Sell For: ,売値: 
Set the main volume level,メイン音量を設定します
Set the music volume level,BGM音量を設定します
Set the volume level for sound effects,サウンドエフェクト音量を設定します
Set the volume for voice clips,ボイスの音量を設定します
Cursor moves quickly on the tactical map,戦闘画面でのカーソル移動の速度を設定します
Show text all at once,テキストを一度に表示します
Enable Tutorials,チュートリアルの有無を設定します
Allow mouse navigation,マウスナビゲーションを設定します
Highlight target tile for mouse navigation,マウスナビゲーションのターゲットマスを強調表示します
Toggle Fullscreen,スクリーンサイズを切り替えます
Change the difficult level of enemies\NEWLINEThis will affect all enemy stats,難易度を変更します\NEWLINEこれを行うと、すべての敵に影響が出ます
Leave the current chapter\NEWLINEProgress will be reset,現在の章を離れます\NEWLINE進行状況はリセットされます
Leave the current chapter\NEWLINEEnemies will respawn,現在の章を離れます\NEWLINE倒れた敵は復活します
Exit the game\NEWLINEUnsaved progress will be lost,ゲームを終了します\NEWLINEセーブされていない内容は失われます
Restore settings to default,設定をデフォルトに戻します
Set the battle speed,戦闘のスピードを設定します
Toggle viewing battle scene,戦闘シーンの表示の有無を設定します
Non-story characters incapacitated after a mission are lost forever.\NEWLINETheir resources will be refunded.,ミッションの後、戦闘不能の非重要キャラクターは永久除隊されます。\NEWLINEそのユニットに費やした資源は返却されます。
"Enables passive XP, CP, and LDR growth for units that are far behind.\NEWLINEApplies to deployed squads for story missions, all units for Arena.",レベルが極端に低いユニットのXP、CP、LDR獲得を有効にします。\NEWLINE各章の出撃部隊や闘技場の全ユニットに適用されます。
Select from preset window size options,プリセットウィンドウサイズオプションから選択します
Allows the game client to be resized by using mouse.\NEWLINERequires Restart.,ゲームクライアントがマウスでサイズを変更できるようにします。\NEWLINEゲームの再起動が必要になります。
Precisely scales pixels at integer multiples.\NEWLINERequires Restart.,ピクセルを整数倍で正確にスケーリングします。\NEWLINEゲームの再起動が必要になります。
"If Integer Scaling is enabled, upscales from the closest integer multiple.\NEWLINERequires Restart",整数スケーリングが有効な場合、最も近い整数倍から拡大します。\NEWLINEゲームの再起動が必要になります。
Uses linear interpolation to upscale in-game images where possible.\NEWLINE(Recommended: Enabled) Requires Restart,線形補間を使用し、可能な場合はゲーム内画像を拡大します。\NEWLINE（「有効」を推奨）ゲームの再起動が必要になります。
Workaround for graphics drivers that don't sync texture access.\NEWLINEUse if letters fail to print sometimes.,テクスチャアクセスを同期しないグラフィックドライバーへの回避策。\NEWLINE文字がうまく表示されない場合に使用します。
"Enables framebuffer blittling if the driver is capable of it.\NEWLINEImages may render slightly faster, but incompatible with certain graphics cards. (Default: Disabled)",ドライバーが対応している場合、フレームバッファーの縮小を有効にします。\NEWLINE画像レンダリングが速くなる可能性がありますが、一部のグラフィックカードとは互換性がありません。（デフォルトでは無効）
LEVEL UP!,レベルアップ！
Class Mastery Up!,クラス熟練度アップ！
Surrender!,降伏！
Retreat!,撤退！
PROMOTE!,昇格！
GOLDEN!,黄金昇格！
Trait Learned!,特性習得！
MaxHp up!,最大HPアップ！
Faction,勢力
Rank up!,ランクアップ！
Loyalty up!,忠誠アップ！
Got Proof,功績の証明書
of Merit!,ゲット
NO,いいえ
SURRENDER,降伏
Exchange,交換
Unlocked!,アンロック！
"All squads on all teams within 3 tiles,",3マス以内にいる両軍全部隊の
take 15% more damage,被ダメージが15％増加する
UPGRADES TO:,アップグレード:
Starring...,英雄たちのその後...
Original Soundtrack by:,オリジナルサウンドトラック:
Voices by:,ボイス:
Additional Art by:,一部のアート:
Additional Contributions,その他の貢献者
Special Thanks,スペシャルサンクス
I mean this from the bottom of my heart.,心の底から言わせてください。
Thank you for playing.,最後までプレイしていただき、本当にありがとうございました。
"If you are reading this, you have impacted our",ここまでゲームを楽しんでくださったあなたは、
lives in a very special way. I hope you'll,私たちに特別な喜びを与えてくださいました。
continue with our journey to bring our,どうかこれからも、私たちの夢に
dreams to life.,お付き合いいただけると幸いです。
In loving memory,愛の思い出によせて
Moves 6 tiles base,基本移動6マス
"Archetypes: Heavy Infantry, Archery, Firearms",タイプ:重装歩兵、弓兵、火器兵
Moves 5 tiles base,基本移動5マス
"Archetypes: Support, Magicians",タイプ:サポート、魔法使い
Movement Bonus Indoors,屋内移動ボーナス
Unimpeded by rough terrain,荒れた地形に妨害されない
Archetypes: Light Infantry,タイプ:軽装歩兵
Moves 7 tiles base,基本移動7マス
Movement Bonus in Open Terrain,開けた地形で移動ボーナス
Can Initiate Charge Attacks/Ambush,突撃攻撃/奇襲可
Archetypes: Light Cavalry,タイプ:軽装騎兵
Can Initiate Charge Attacks,突撃攻撃可
Archetypes: Heavy Cavalry,タイプ:重装騎兵
Unimpeded by all terrain,あらゆる地形に妨害されない
Immune to Hazard Damage,ダメージ床無効
Archetypes: Dragon Riders,タイプ:竜騎兵
OBJECTIVE CAPTURED!,目標占領
Player Phase,自軍のターン
Enemy Phase,敵軍のターン
Ally Phase,友軍のターン
Empire of Veridia,ベリディア帝国
Donari Temple,ドナー神殿
Followers of Zanatus,ザナトゥス教団
Diana's Rebellion,ダイアナの反乱軍
Nephilim Army,ネフィリム軍
Duchy of Isanter,イサンテル軍
Lysander,ライサンダー
Antares Rebellion,アンタレスの反乱軍
Tidereaver Pirates,タイドリーバー
Duchy of Rimorgue,リモーグ軍
Empire of Archaelus,アルケロス帝国
Kingdom of Sayunaa,サユナー王国
"Basic Light Infantry. Can Ambush, and gets a significant SKL bonus while fighting in Rough terrain.",基本軽装歩兵。奇襲が可能で、荒い地形での戦闘する時、SKLが大幅に上がる。
Acolyte,アコライト
Challenge this arena?,この闘技場に挑戦しますか？
"bonus from Walls, Forts, and Bases",壁、砦、基地からのボーナス
Dark Knight,ダークナイト
General,ジェネラル
Azure King,アズーリキング
Lord,ロード
Archmage,アークメイジ
Mirage,ミラージュ
Exemplar,イグザンプラー
Lead Design,チーフデザイン
Lead Engineer,チーフエンジニア
Lead Artists,チーフアーティスト
Antares arrives at Armitage,アンタレスがアーミテージに到達する
Antares is defeated in battle,アンタレスが戦闘で倒される
Survive for 20 turns,20ターン生き残る
OR Seize Ezrum,またはエズラムを占領する
Antares is defeated in battle OR,アンタレスが戦闘で倒されるか、
Fort Eureeka is seized by the enemy OR,エウレカ砦が敵に占領されるか、
Stormrook is seized by the enemy,ストームルークが敵に占領される
Raskuja reaches the Treasure Vault,ラスクージャが金庫室に到達する
Raskuja is defeated in battle,ラスクージャが戦闘で倒される
Defeat all enemies,すべての敵を倒す
Jaromir is defeated in battle,ジャロミールが戦闘で倒される
Destroy all invading undead,すべての敵アンデッドを倒す
Jaromir is defeated in battle OR,ジャロミールが戦闘で倒されるか、
Enemy seizes Embor Palace,エンボーの宮殿が敵に占領される
Beatrix reaches the Helios Master Archive,ベアトリクスがヘリオスの記録保管所に到達する
Beatrix is defeated in battle,ベアトリクスが戦闘で倒される
Razehl escapes prison,ラゼールが牢獄を脱出する
Razehl is defeated in battle,ラゼールが戦闘で倒される
Rescue all 3 Dragon Eggs,3つのドラゴンの卵を集める
\\N[8] is defeated in battle OR,\\N[8]が戦闘で倒されるか、
